seedling_id,pustularia_sp,tuber_candidum,cenococcum_sp,rhizopogon_hawkerae,peziza_sp,suillus_lakei,richness
3855,0.10653409090909091,0,0,0.3196022727272727,0,0,2
3856,0,0,0,0.06293706293706294,0,0,1
3858,0,0,0,0.09259259259259259,0,0,1
3859,0,0,0,0.484375,0,0,1
3860,0,0,0,0.5867346938775511,0,0,1
3861,0.08564814814814815,0,0,0.2569444444444445,0,0,2
3862,0,0,0,0.6494845360824743,0,0,1
3866,0,0,0,0.42598684210526316,0,0,1
3867,0,0,0,0.1,0,0,1
3870,0,0,0,0.6018518518518519,0,0,1
3872,0,0,0,0.3,0,0,1
3873,0,0,0,0.5,0,0,1
3875,0,0,0,0.44507575757575757,0,0.029671717171717172,2
3876,0,0,0,0.536,0,0,1
3877,0,0,0,0.45918367346938777,0,0,1
3879,0,0,0,0.5543478260869565,0,0,1
3880,0,0,0,0.47959183673469385,0,0,1
3883,0,0,0,0.290625,0,0,1
3885,0.19270833333333334,0,0,0.578125,0,0,2
3890,0,0,0,0.580110497237569,0,0,1
3891,0,0,0,0.3247422680412371,0,0,1
3892,0,0,0,0.674342105263158,0,0.044956140350877194,2
3893,0,0,0,0.5142857142857142,0,0,1
3894,0,0,0,0.37579617834394907,0,0,1
3896,0,0,0,0.41333333333333333,0,0,1
3897,0,0,0,0.28012048192771083,0,0,1
3898,0,0,0,0.30405405405405406,0,0,1
3899,0.14252336448598127,0,0,0.3563084112149532,0,0,2
3900,0,0,0,0.3574766355140187,0,0,1
3901,0,0,0,0.34523809523809523,0,0,1
3908,0,0,0,0.46746575342465757,0,0.1558219178082192,2
3909,0,0,0,0.1153846153846154,0,0.02884615384615385,2
3910,0,0,0,0.3937007874015748,0,0,1
3913,0,0,0,0.5652173913043478,0,0,1
3915,0,0,0,0.14,0,0,1
3916,0,0,0,0.12,0,0,1
3917,0,0,0,0.31343283582089554,0,0,1
3921,0,0,0,0.5482233502538071,0,0,1
3932,0,0,0,0.512396694214876,0,0,1
3933,0,0,0,0.17985611510791366,0,0,1
3936,0,0,0,0.34397810218978103,0,0.07937956204379562,2
3937,0,0,0,0.6573033707865169,0,0,1
3938,0,0,0,0.3238095238095238,0,0,1
3943,0,0,0,0.22,0,0,1
3946,0,0,0,0.14,0,0,1
3953,0,0,0,0.1557377049180328,0,0,1
3954,0,0,0,0.6804979253112033,0,0,1
3955,0,0,0,0.2375,0,0,1
3957,0,0,0,0.7232142857142857,0,0,1
3959,0,0,0,0.045,0,0,1
3963,0.3433734939759036,0,0,0,0,0,1
3964,0.05336617405582923,0,0,0,0,0,1
3965,0.027777777777777776,0,0,0,0,0,1
3970,0.32903225806451614,0,0,0,0,0,1
3972,0.08827717133364973,0,0,0,0,0,1
3973,0.07291666666666666,0,0,0,0,0,1
3974,0.07607398568019093,0,0,0,0,0,1
3977,0.42092803030303033,0,0,0,0,0,1
3980,0.33115384615384613,0,0,0,0,0,1
3982,0.015384615384615385,0,0,0,0,0,1
3985,0.5019035532994924,0,0,0,0,0,1
3986,0.2923368022705771,0,0,0,0,0,1
3991,0.026913875598086126,0,0,0,0,0,1
3992,0.07719298245614035,0,0,0,0,0,1
3993,0.3697916666666667,0,0,0,0,0,1
3995,0.06274900398406374,0,0,0,0,0,1
3999,0.2711988304093567,0,0,0,0,0,1
4002,0.20380434782608697,0,0,0,0,0,1
4004,0.1318181818181818,0,0,0,0,0,1
4005,0.18473895582329317,0,0,0,0,0,1
4007,0.04772727272727273,0,0,0,0,0,1
4008,0.4161490683229814,0,0,0,0,0,1
4018,0.4074074074074074,0,0,0,0,0,1
4022,0.39224137931034486,0,0,0,0,0,1
4036,0.4216589861751152,0,0,0,0,0,1
4040,0.32887700534759357,0,0,0,0,0,1
4082,0.43243243243243246,0,0,0,0,0,1
4083,0.464,0,0,0,0,0,1
4084,0.2683982683982684,0,0,0,0,0,1
4085,0.25,0,0,0,0,0,1
4097,0.08963585434173668,0,0,0,0,0,1
4125,0.16260162601626016,0,0,0,0,0,1
4126,0.2862453531598513,0,0,0,0,0,1
4128,0.2297872340425532,0,0,0,0,0,1
4139,0.1875,0,0,0,0,0,1
4155,0.13983050847457626,0,0,0,0,0,1
4159,0.09703196347031963,0,0,0,0,0,1
4160,0.4608433734939759,0,0,0,0,0,1
4162,0.18328981723237597,0,0,0,0,0,1
4162,0.026732673267326732,0,0,0,0,0,1
4163,0.5662251655629139,0,0,0,0,0,1
4167,0.011058981233243968,0,0,0,0,0,1
4171,0.16443850267379678,0,0,0,0,0,1
4173,0.04059040590405904,0,0,0,0,0,1
4175,0,0,0,0,0,0,0
4176,0.06914893617021275,0,0,0,0,0,1
4179,0.3881278538812785,0,0,0,0,0,1
4181,0.06944444444444445,0,0,0,0,0,1
4183,0.005,0,0,0,0,0,1
4185,0.016,0,0,0,0,0,1
4192,0.015,0,0,0,0,0,1
4195,0.13257575757575757,0,0,0,0,0,1
4196,0.08469055374592833,0,0,0,0,0,1
4201,0,0,0,0.24113475177304963,0,0,1
4202,0.06925675675675676,0,0,0.20777027027027029,0,0,2
4205,0.0979087452471483,0,0,0.29372623574144485,0,0,2
4208,0,0,0,0.16981132075471697,0,0,1
4209,0,0,0,0.15384615384615385,0,0,1
4212,0.050699300699300696,0,0,0.050699300699300696,0,0,2
4213,0.23214285714285715,0,0,0,0,0,1
4216,0,0,0,0.12403100775193798,0,0,1
4218,0,0,0,0.4148148148148148,0,0,1
4221,0,0,0,0.033707865168539325,0,0,1
4222,0,0,0,0.07006369426751592,0,0,1
4227,0.027439024390243903,0,0,0.054878048780487805,0,0,2
4229,0.18,0,0,0,0,0,1
4233,0,0,0,0.7074235807860262,0,0,1
4234,0,0,0,0.26737967914438504,0,0,1
4235,0,0,0,0.2631578947368421,0,0,1
4237,0.036885245901639344,0,0,0.036885245901639344,0,0,2
4237,0.02,0,0,0.02,0,0,2
4238,0.25,0,0,0,0,0,1
4240,0,0,0,0.06692913385826772,0,0,1
4242,0,0,0,0.40707964601769914,0,0,1
4243,0.19687500000000002,0,0,0.328125,0,0,2
4244,0,0,0,0.018796992481203006,0,0,1
4246,0.08,0,0,0,0,0,1
4249,0,0,0,0.42045454545454547,0,0,1
4251,0,0,0,0.7639751552795031,0,0,1
4253,0,0,0,0.21818181818181817,0,0,1
4254,0.21378504672897194,0,0,0.21378504672897194,0,0,2
4255,0,0,0,0.3977272727272727,0,0,1
4256,0,0,0,0.1259259259259259,0,0,1
4257,0.21852517985611514,0,0,0.3642086330935252,0,0,2
4258,0.17982456140350878,0,0,0.5394736842105263,0,0,2
4260,0.16632231404958678,0,0,0.49896694214876036,0,0,2
4261,0.39492753623188404,0,0,0.09873188405797101,0,0,2
4262,0,0,0,0.10273972602739725,0,0,1
4263,0,0,0,0.25,0,0,1
4265,0.7177734375,0,0,0.1025390625,0,0,2
4266,0.15394736842105264,0,0,0.46184210526315794,0,0,2
4269,0.002617801047120419,0,0,0.0013089005235602095,0,0,2
4271,0.12596899224806202,0,0,0.31492248062015504,0,0,2
4273,0,0,0,0.3258426966292135,0,0,1
4274,0.13043478260869565,0,0,0,0,0,1
4276,0.06672297297297297,0,0,0.40033783783783783,0,0,2
4277,0.16666666666666666,0,0,0.16666666666666666,0,0,2
4278,0,0,0,0.45038167938931295,0,0,1
4279,0,0,0,0.09210526315789473,0,0,1
4280,0,0,0,0.304635761589404,0,0,1
4282,0,0,0,0.2631578947368421,0,0,1
4283,0,0,0,0.5669291338582677,0,0,1
4284,0,0,0,0.32512315270935965,0,0,1
4285,0,0,0,0.36363636363636365,0,0,1
4286,0.23259493670886075,0,0,0.3876582278481012,0,0,2
4289,0,0,0,0.09933774834437087,0,0,1
4293,0,0,0,0.5662650602409639,0,0,1
4297,0,0,0,0.29245283018867924,0,0,1
4302,0,0,0,0.40487804878048783,0,0,1
4305,0,0,0,0.20909090909090908,0,0,1
4307,0,0,0,0.07317073170731707,0,0,1
4308,0,0,0,0.10119047619047619,0,0,1
4309,0.0625,0,0,0.1875,0,0,2
4310,0.016317016317016316,0,0,0.016317016317016316,0,0,2
4311,0,0,0,0.27350427350427353,0,0,1
4312,0,0,0,0.3401360544217687,0,0,1
4315,0,0,0,0.18902439024390244,0,0,1
4316,0.21195652173913043,0,0,0.35326086956521735,0,0,2
4317,0.07194244604316546,0,0,0.03597122302158273,0,0,2
4318,0,0,0,0.1282051282051282,0,0,1
4319,0.010273972602739725,0,0,0,0,0,1
4320,0.21428571428571427,0,0,0.3571428571428571,0,0,2
4321,0.06692913385826772,0,0,0.20078740157480318,0,0,2
4322,0,0,0,0.44242424242424244,0,0,1
4323,0.06451612903225806,0,0,0.1935483870967742,0,0,2
4324,0.25365853658536586,0,0,0.1902439024390244,0,0,2
4325,0,0,0,0.01282051282051282,0,0,1
4326,0.019736842105263157,0,0,0.039473684210526314,0,0,2
4327,0.09671945701357466,0,0,0.580316742081448,0,0,2
4328,0.11075949367088607,0,0,0.3322784810126582,0,0,2
4329,0,0,0,0.4105263157894737,0,0,1
4330,0,0,0,0.23976608187134502,0,0,1
4332,0.03125,0,0,0.15625,0,0,2
4335,0,0,0,0.6138613861386139,0,0,1
4336,0,0,0,0,0,0,0
4341,0.2754149377593361,0,0,0.2754149377593361,0,0,2
4343,0,0,0,0.5061728395061729,0,0,1
4344,0,0,0,0.3893129770992366,0,0,1
4345,0,0,0,0.5625,0,0,1
4348,0,0,0,0.056249999999999994,0,0,1
4353,0,0,0,0.28431372549019607,0,0,1
4362,0,0,0,0.697986577181208,0,0,1
4367,0,0,0,0.4485981308411215,0,0,1
4368,0.33557046979865773,0,0,0.33557046979865773,0,0,2
4369,0,0,0,0.2080536912751678,0,0,1
4370,0,0,0,0.34459459459459457,0,0,1
4371,0.2256637168141593,0,0,0.3761061946902655,0,0,2
4373,0.20833333333333334,0,0,0,0,0,1
4377,0.03571428571428571,0,0,0.25,0,0,2
4379,0,0,0,0.1893939393939394,0,0,1
4380,0,0,0,0.1837748344370861,0,0,1
4383,0,0,0,0.3625,0,0,1
4386,0,0,0,0.07258064516129031,0,0,1
4388,0,0,0,0.14516129032258063,0,0,1
4390,0.24807692307692308,0,0,0.41346153846153844,0,0,2
4391,0.4967948717948718,0,0,0.1987179487179487,0,0,2
4392,0,0,0,0.22388059701492538,0,0,1
4394,0.04924242424242423,0,0,0.2954545454545454,0,0,2
4396,0,0,0,0.34210526315789475,0,0,1
4397,0.03140096618357488,0,0,0,0,0,1
4398,0,0,0,0.14130434782608695,0,0,1
4399,0.04014598540145985,0,0,0.020072992700729923,0,0,2
4400,0.33687943262411346,0,0,0.33687943262411346,0,0,2
4401,0.1206896551724138,0,0,0.1206896551724138,0,0,2
4402,0,0,0,0.3360655737704918,0,0,1
4403,0,0,0,0.20714285714285716,0,0,1
4404,0.1183206106870229,0,0,0.1183206106870229,0,0,2
4407,0,0,0,0.49162011173184356,0,0,1
4408,0,0,0,0.26666666666666666,0,0,1
4410,0,0,0,0.2733812949640288,0,0,1
4412,0.5711920529801324,0,0,0.19039735099337748,0,0,2
4413,0,0,0,0.40625,0,0,1
4415,0.2957589285714286,0,0,0.11830357142857142,0,0,2
4416,0,0,0,0.2621359223300971,0,0,1
4417,0.04435483870967742,0,0,0.04435483870967742,0,0,2
4418,0,0,0,0.09359605911330049,0,0,1
4419,0,0,0,0.2905982905982906,0,0,1
4422,0.07598039215686274,0,0,0.45588235294117646,0,0,2
4424,0.037587412587412584,0,0,0.15034965034965034,0,0,2
4426,0,0,0,0.08143939393939394,0,0,1
4429,0,0,0,0.20481927710843373,0,0,1
4435,0,0,0,0.2727272727272727,0,0,1
