seedling_id,seedling sp.,soil type,dead,diameter_mm,height_cm,stem_2_diameter_mm,stem_2_height_cm,notes,observer,date,timepoint
3091,Q,C,,3.37,5,,,,,7/20,1
3079,Q,C,,3.22,3.9,,,,,7/20,1
3080,Q,C,,3.22,14.4,,,,,7/20,1
3071,Q,C,,3.83,7,,,,,7/20,1
3093,Q,C,,3.8,5.1,,,,,7/20,1
3228,Q,C,,3.68,5.4,,,,,7/20,1
3217,Q,C,,4.84,5.8,,,,,7/20,1
3221,Q,C,,4.93,7,,,,,7/20,1
3198,Q,C,,6.12,23.2,,,,,7/20,1
3219,Q,C,,4.66,8.9,,,,,7/20,1
3220,Q,C,,3.89,4.6,,,,,7/20,1
3234,Q,C,,4.64,11.2,,,,,7/20,1
3208,Q,C,,3.63,5,,,,,7/20,1
3206,Q,C,,4.36,6.1,,,,,7/20,1
3218,Q,C,,4.41,5.3,,,,,7/20,1
3205,Q,C,,4.53,15,,,,,7/20,1
3197,Q,C,,4.97,30,,,,,7/20,1
3239,Q,C,,5.2,8.7,,,,,7/20,1
3238,Q,C,,4.37,10.1,,,,,7/20,1
3199,Q,C,,5.02,7,,,,,7/20,1
3233,Q,C,,3.24,8.8,,,,,7/20,1
3227,Q,C,,3.88,6.7,2.61,3.8,,,7/20,1
3216,Q,C,,3.87,12.1,,,,,7/20,1
3223,Q,C,,4.52,9.9,,,,,7/20,1
3204,Q,C,,3.92,12.1,,11.1,,,7/20,1
3193,Q,C,,3.69,6.5,,,,,7/20,1
3235,Q,C,,3.92,6.5,,,,,7/20,1
3195,Q,C,,4.15,20.1,,,,,7/20,1
3203,Q,C,,2.1,3.1,,,,,7/20,1
3201,Q,C,,4.63,20.2,,,,,7/20,1
3207,Q,C,,3.78,4.9,,,,,7/20,1
3231,Q,C,,3.9,9.4,,,,,7/20,1
3232,Q,C,,3.17,8,3.23,7.1,,,7/20,1
3230,Q,C,,2.98,6.3,2.81,5.1,,,7/20,1
3226,Q,C,,3.18,5.6,,,,,7/20,1
3224,Q,C,,3.67,14,,,,,7/20,1
3222,Q,C,,3.64,16.3,,,,,7/20,1
3225,Q,C,,4.22,15.1,,,,,7/20,1
3211,Q,C,,4.31,6.4,,,,,7/20,1
3212,Q,C,,4.46,13,,,,,7/20,1
3229,Q,C,,5.1,10.3,,,,,7/20,1
3213,Q,C,,4.44,11.2,,,,,7/20,1
3196,Q,C,,3.8,4.9,,,,,7/20,1
3214,Q,C,,2.91,9.9,2.14,5,,,7/20,1
3210,Q,C,,3.27,5.1,,,,,7/20,1
3088,Q,C,,2.57,8.3,1.4,3.5,,,7/20,1
3240,Q,C,,4.18,6.8,,,,,7/20,1
3237,Q,C,,4.17,7,,,,,7/20,1
3236,Q,C,,5.04,6.2,,,,,7/20,1
3200,Q,C,,2.95,3.3,,,,,7/20,1
3215,Q,C,,3.63,4.8,,,,,7/20,1
3209,Q,C,,3.1,4.7,,,,,7/20,1
3202,Q,C,,4.05,8.7,,,brown,,7/20,1
3194,Q,C,,2.78,4,,,brown,,7/20,1
3163,Q,C,,3.42,11.4,,,brown,,7/20,1
3158,Q,C,,3.63,9.1,,,,,7/20,1
3191,Q,C,,3.46,3.3,,,,,7/20,1
3189,Q,C,,3.64,8.9,,,,,7/20,1
3192,Q,C,,3.86,9.3,,,,,7/20,1
3187,Q,C,,3.28,5.4,,,,,7/20,1
3188,Q,C,,1.97,5.3,,,,,7/20,1
3161,Q,C,,2.86,5.6,,,,,7/20,1
3147,Q,C,,2.6,9.6,,,,,7/20,1
3151,Q,C,,3.64,4.8,,,,,7/20,1
3183,Q,C,,4.32,4.7,,,,,7/20,1
3146,Q,C,,2.18,2.6,,,,,7/20,1
3186,Q,C,,3.4,7.2,,,,,7/20,1
3172,Q,C,,3.37,6.6,,,,,7/20,1
3184,Q,C,,3.77,4.6,,,,,7/20,1
3145,Q,C,,2.67,3.7,2.19,2.5,brown,,7/20,1
3165,Q,C,,1.68,7,,,,,7/20,1
3148,Q,C,,4.34,6.3,,,,,7/20,1
3150,Q,C,,3.69,4,,,,,7/20,1
3177,Q,C,,3.04,3.2,,,,,7/20,1
3156,Q,C,,4.1,6.8,,,,,7/20,1
3155,Q,C,,4.43,9.2,,,,,7/20,1
3160,Q,C,,3.58,9.5,,,,,7/20,1
3179,Q,C,,3.07,7,,,,,7/20,1
3157,Q,C,,3.8,8.5,,,,,7/20,1
3162,Q,C,,4.15,7.4,,,,,7/20,1
3159,Q,C,,4.42,9.5,,,,,7/20,1
3164,Q,C,,3.88,3.9,,,,,7/20,1
3170,Q,C,,3.18,2.9,,,,,7/20,1
3176,Q,C,,4.19,6.1,,,,,7/20,1
3166,Q,C,,3.98,5.5,,,,,7/20,1
3169,Q,C,,2.96,2.5,,,,,7/20,1
3171,Q,C,,3.89,6.4,,,,,7/20,1
3175,Q,C,,3.84,6.8,,,,,7/20,1
3181,Q,C,,4.33,11.6,,,,,7/20,1
3168,Q,C,,3.71,4.8,,,,,7/20,1
3173,Q,C,,2.46,4.2,,,,,7/20,1
3154,Q,C,,3.82,9.4,,,,,7/20,1
3167,Q,C,,4.24,18.1,,,,,7/20,1
3152,Q,C,,3.18,6.2,,,,,7/20,1
3153,Q,C,,4.66,7.5,,,,,7/20,1
3149,Q,C,,3.49,11.4,,,,,7/20,1
3180,Q,C,,3.55,18.3,,,,,7/20,1
3185,Q,C,,4.07,9.9,,,,,7/20,1
3174,Q,C,,4.32,6.3,,,,,7/20,1
3190,Q,C,,3.48,6.1,,,,,7/20,1
3178,Q,C,,2.93,5.2,,,,,7/20,1
3041,Q,C,,5.38,9.8,,,brown,,7/20,1
3048,Q,C,,4.05,6.1,,,,,7/20,1
3042,Q,C,,4.84,5.6,,,,,7/20,1
3037,Q,C,,3.34,4.7,,,,,7/20,1
3018,Q,C,,3.02,5.3,,,,,7/20,1
3001,Q,C,,4.59,6.5,,,,,7/20,1
3002,Q,C,,4.45,6.2,,,,,7/20,1
3005,Q,C,,4.31,7.9,,,,,7/20,1
3047,Q,C,,4.64,6,,,brown,,7/20,1
3035,Q,C,,3.65,5.8,,,,,7/20,1
3044,Q,C,,3.35,4.4,,,,,7/20,1
3046,Q,C,,4.29,10.8,,,,,7/20,1
3006,Q,C,,4.26,6.5,,,,,7/20,1
3000,Q,C,,5.07,16.5,,,,,7/20,1
3021,Q,C,,5.03,7.9,,,,,7/20,1
3004,Q,C,,4.31,5.8,,,,,7/20,1
3016,Q,C,,3.74,5.9,,,,,7/20,1
3043,Q,C,,2.74,3.6,,,,,7/20,1
3045,Q,C,,3.44,9.2,,,,,7/20,1
3011,Q,C,,4.49,5.3,,,,,7/20,1
3007,Q,C,,3.32,3.5,,,,,7/20,1
3003,Q,C,,5.11,18.2,,,brown,,7/20,1
3030,Q,C,,3.88,5.4,,,,,7/20,1
3031,Q,C,,4.19,10,,,,,7/20,1
3040,Q,C,,3.4,6.9,,,brown,,7/20,1
3036,Q,C,,2.71,4.2,,,brown,,7/20,1
3013,Q,C,,3.78,10.1,,,,,7/20,1
3027,Q,C,,4.06,5.5,,,,,7/20,1
3033,Q,C,,3.98,4.9,,,,,7/20,1
3032,Q,C,,3.53,15.6,,,brown,,7/20,1
3034,Q,C,,4.64,5.7,,,,,7/20,1
3029,Q,C,,4.71,10.6,,,,,7/20,1
3039,Q,C,,3.81,7.9,,,brown,,7/20,1
3022,Q,C,,2.71,4.7,,,,,7/20,1
3026,Q,C,,3.71,7.7,,,,,7/20,1
3012,Q,C,,3.73,7.7,,,,,7/20,1
3038,Q,C,,4.15,6.4,,,,,7/20,1
3008,Q,C,,5.43,6.2,,,,,7/20,1
3015,Q,C,,3.77,5.1,,,,,7/20,1
3024,Q,C,,3.55,5.4,,,,,7/20,1
3182,Q,C,,4.72,13.5,2.29,4,brown,,7/20,1
3023,Q,C,,3.18,5.4,1.52,1.8,brown,,7/20,1
3028,Q,C,,2.98,6.1,,,brown,,7/20,1
3025,Q,C,,3.2,5.2,,,brown,,7/20,1
3010,Q,C,,4.03,13.2,,,brown,,7/20,1
3009,Q,C,,3.85,5.5,,,brown,,7/20,1
3014,Q,C,,5.13,4.7,,,brown,,7/20,1
3017,Q,C,,3.62,5.9,,,,,7/20,1
4011,Q,P,,3.73,5.6,,4.5,,,7/20,1
4021,Q,P,,4.07,7,,,,,7/20,1
4015,Q,P,,4.82,16,,,,,7/20,1
4051,Q,P,,4.53,11.5,,,,,7/20,1
4038,Q,P,,3.25,6.7,,,,,7/20,1
4009,Q,P,,3.76,4.3,,,brown,,7/20,1
4010,Q,P,,3.79,3.5,,,,,7/20,1
4013,Q,P,,3.3,7,,,,,7/20,1
4017,Q,P,,3.64,5.4,,,,,7/20,1
4019,Q,P,,3.51,10,,,,,7/20,1
4045,Q,P,,4.64,12.3,,6.9,3 branches,,7/20,1
4044,Q,P,,5.1,17,,,,,7/20,1
4042,Q,P,,4.43,10.4,,,,,7/20,1
4012,Q,P,,4.51,9.1,,9,4 branches,,7/20,1
4016,Q,P,,3.43,8.3,,,,,7/20,1
4014,Q,P,,3.61,5.2,,,,,7/20,1
4018,Q,P,,3.24,4.8,,,,,7/20,1
4022,Q,P,,2.07,6.5,2.15,6.6,,,7/20,1
4023,Q,P,,3.9,5.9,,,,,7/20,1
4020,Q,P,,3.47,3.7,,,,,7/20,1
4025,Q,P,,4.86,13.2,,,,,7/20,1
4026,Q,P,,4.42,5.3,,,,,7/20,1
4024,Q,P,,2.46,2.9,,,,,7/20,1
4028,Q,P,,4.42,9.2,,,,,7/20,1
4035,Q,P,,3.46,4,,,,,7/20,1
4034,Q,P,,4.49,12.9,,,,,7/20,1
4033,Q,P,,4.27,5.7,,,,,7/20,1
4032,Q,P,,5.43,12.5,,7.9,3 branches,,7/20,1
4031,Q,P,,4.24,7.8,,,,,7/20,1
4030,Q,P,,3.69,5.6,,5.4,,,7/20,1
4029,Q,P,,3.27,3.6,,,,,7/20,1
4027,Q,P,,3.62,4.7,,3.8,,,7/20,1
4043,Q,P,,2.75,3.3,,,,,7/20,1
4037,Q,P,,3.63,5.1,,,,,7/20,1
4036,Q,P,,3.72,4.1,,,,,7/20,1
4039,Q,P,,4.13,7.1,,,brown,,7/20,1
4040,Q,P,,4.27,6.6,,,,,7/20,1
4041,Q,P,,3.75,8,,,,,7/20,1
4046,Q,P,,3.26,4.2,,,,,7/20,1
4047,Q,P,,3.87,9,,,,,7/20,1
4056,Q,P,,4.82,6.8,,,,,7/20,1
4055,Q,P,,4.01,4.6,,,,,7/20,1
4054,Q,P,,3.84,10.1,,,,,7/20,1
4053,Q,P,,2.98,6.1,,,,,7/20,1
4052,Q,P,,3.85,6.2,,,brown,,7/20,1
4050,Q,P,,3.86,5.6,,,,,7/20,1
4048,Q,P,,3.65,8.1,,7.1,brown,,7/20,1
4049,Q,P,,3.3,9.2,,,,,7/20,1
4117,Q,P,,3.06,5.6,,,,,7/20,1
4118,Q,P,,3.7,9.5,,,brown,,7/20,1
4113,Q,P,,3.37,6.5,,,brown,,7/20,1
4107,Q,P,,2.92,4.6,,,,,7/20,1
4112,Q,P,,3.49,10.1,,,brown,,7/20,1
4108,Q,P,,3.94,12.3,,9.8,brown,,7/20,1
4105,Q,P,,3.15,5.7,,,,,7/20,1
4137,Q,P,,2.39,6.8,,,brown,,7/20,1
4145,Q,P,,3.6,15.2,,,,,7/20,1
4106,Q,P,,3.78,11.1,,,,,7/20,1
4111,Q,P,,4.47,6.5,,,,,7/20,1
4110,Q,P,,3.43,4.2,,,,,7/20,1
4109,Q,P,,3.83,6.8,,,,,7/20,1
4115,Q,P,,4.01,4,,,,,7/20,1
4114,Q,P,,4.67,6.5,,,,,7/20,1
4116,Q,P,,3.4,6.7,,,brown,,7/20,1
4139,Q,P,,3.67,7.5,,,,,7/20,1
4118,Q,P,,3.6,4.4,,,,,7/20,1
4125,Q,P,,5.17,15.3,,,,,7/20,1
4123,Q,P,,4.67,7,,,,,7/20,1
4122,Q,P,,4.65,14.3,,,,,7/20,1
4121,Q,P,,4,8.4,,,,,7/20,1
4120,Q,P,,3.09,16.2,,,,,7/20,1
4119,Q,P,,3.33,6.8,,,brown,,7/20,1
4140,Q,P,,3.4,13.4,,,,,7/20,1
4141,Q,P,,,,,,bg,,7/20,1
4127,Q,P,,5.66,22,,,,,7/20,1
4124,Q,P,,4.08,7.5,,,,,7/20,1
4126,Q,P,,3.59,7.4,,,,,7/20,1
4128,Q,P,,4.04,11.2,,,,,7/20,1
4130,Q,P,,2.46,12.1,2.16,9.2,,,7/20,1
4131,Q,P,,4.45,10.6,,,,,7/20,1
4143,Q,P,,2.74,10.8,,,,,7/20,1
4142,Q,P,,3.17,6.6,2.76,6.4,,,7/20,1
4135,Q,P,,3.54,5,,,,,7/20,1
4134,Q,P,,5.27,20.7,,,,,7/20,1
4133,Q,P,,4.16,10.2,,,,,7/20,1
4136,Q,P,,3.9,10.3,,,,,7/20,1
4132,Q,P,,3.83,7.9,,,,,7/20,1
4129,Q,P,,3.14,2.8,,,,,7/20,1
4144,Q,P,,3.7,5.9,,,,,7/20,1
4146,Q,P,,5.95,13.7,,,,,7/20,1
4148,Q,P,,4.58,9,,,,,7/20,1
4147,Q,P,,1.8,5.1,1.72,4.6,3 branches,,7/20,1
4151,Q,P,,3.19,2.9,,,,,7/20,1
4149,Q,P,,4.78,9.5,,,,,7/20,1
4150,Q,P,,,,,,bg,,7/20,1
4152,Q,P,,2.7,4.9,2.15,3,3 branches,,7/20,1
4200,Q,P,,3.06,4.6,,,brown,,7/20,1
4198,Q,P,,2.99,3.8,,,brown,,7/20,1
4199,Q,P,,3.42,5.8,,,,,7/20,1
4197,Q,P,,4.84,7.3,,,,,7/20,1
4195,Q,P,,3.26,4,,,brown,,7/20,1
4194,Q,P,,3.78,10.7,,,brown,,7/20,1
4192,Q,P,,3.23,4.2,,,,,7/20,1
4196,Q,P,,3.17,4.6,,,,,7/20,1
4193,Q,P,,3.88,7,,,,,7/20,1
4191,Q,P,,4.19,8.6,,,,,7/20,1
4189,Q,P,,3.75,5.6,,,,,7/20,1
4188,Q,P,,4.34,9,,,,,7/20,1
4186,Q,P,,3.49,8,,,,,7/20,1
4190,Q,P,,5.39,8.9,,,,,7/20,1
4185,Q,P,,3.46,5,,,,,7/20,1
4187,Q,P,,2.91,6,,,,,7/20,1
4178,Q,P,,4.49,10.1,,,,,7/20,1
4177,Q,P,,4.41,8,,,,,7/20,1
4179,Q,P,,4.27,9.7,,,,,7/20,1
4181,Q,P,,4.81,10.8,,,,,7/20,1
4180,Q,P,,2.83,4,,,,,7/20,1
4182,Q,P,,4.04,6.3,,,,,7/20,1
4183,Q,P,,3.64,4.7,,,,,7/20,1
4184,Q,P,,3.66,5.6,,,,,7/20,1
4176,Q,P,,5.06,6.3,,,,,7/20,1
4174,Q,P,,4.96,11.1,,,,,7/20,1
4173,Q,P,,3.91,7.6,,,,,7/20,1
4171,Q,P,,5.42,13.3,,,,,7/20,1
4168,Q,P,,3.23,4,,,,,7/20,1
4172,Q,P,,4.12,4.9,,,,,7/20,1
4170,Q,P,,3.48,3.4,,,,,7/20,1
4169,Q,P,,3.15,5.4,,,,,7/20,1
4161,Q,P,,3.53,8.5,,7.2,,AS,7/21,1
4162,Q,P,,4,5.8,,,,,7/21,1
4163,Q,P,,4.94,20.1,,,,,7/21,1
4164,Q,P,,4.42,6.7,,,,,7/21,1
4166,Q,P,,4.28,12.5,,,,,7/21,1
4175,Q,P,,4.54,4.2,,,,,7/21,1
4165,Q,P,,4.82,5.9,,,,,7/21,1
4167,Q,P,,3.53,5.5,,,,,7/21,1
4160,Q,P,,3.59,5.4,,,,,7/21,1
4158,Q,P,,3.31,4.3,,,,,7/21,1
4157,Q,P,,4.43,6.2,,,,,7/21,1
4155,Q,P,,4.29,10.2,,,,,7/21,1
4159,Q,P,,4.42,5.1,,,,,7/21,1
4156,Q,P,,4.14,4.2,,,,,7/21,1
4154,Q,P,,3.8,5.8,,,brown,,7/21,1
3962,Q,P,,3.36,4.8,,,,,7/21,1
3965,Q,P,,5.32,8.4,,,,,7/21,1
3963,Q,P,,3.56,6.1,,,,,7/21,1
3961,Q,P,,3.92,5,,,,,7/21,1
3964,Q,P,,4.13,4.8,,,,,7/21,1
3985,Q,P,,4.88,11.8,,,,,7/21,1
3973,Q,P,,5.46,5.9,,,,,7/21,1
3976,Q,P,,4.28,8,,3,brown; 3 branches,,7/21,1
3982,Q,P,,4.55,7.8,,,,,7/21,1
3972,Q,P,,4.43,4.3,,,,,7/21,1
3970,Q,P,,3.96,9.9,,,,,7/21,1
3967,Q,P,,4.86,5,,,,,7/21,1
3971,Q,P,,3.28,3.2,,,,,7/21,1
3969,Q,P,,4.31,5.2,,,brown,,7/21,1
3968,Q,P,,5.04,13,,,,,7/21,1
3966,Q,P,,2.96,3.8,,,brown,,7/21,1
3974,Q,P,,3.8,9.8,,,,,7/21,1
3975,Q,P,,3.86,5.7,,,,,7/21,1
3977,Q,P,,4.12,4.8,,,,,7/21,1
3978,Q,P,,3.88,12.7,,,,,7/21,1
3979,Q,P,,3.74,12.8,,,,,7/21,1
3980,Q,P,,5.58,11.2,,,,,7/21,1
3981,Q,P,,2.35,4.8,,,brown,,7/21,1
3983,Q,P,,3.65,7.8,,,brown,,7/21,1
3991,Q,P,,3.33,5.6,,,,,7/21,1
4002,Q,P,,3.9,11.2,,6.8,,,7/21,1
3990,Q,P,,,,,,bg,,7/21,1
3987,Q,P,,3.56,12,,,,,7/21,1
3986,Q,P,,3.47,5.6,,,,,7/21,1
3988,Q,P,,3.34,6.8,,,brown,,7/21,1
3984,Q,P,,3.37,4.8,,,brown,,7/21,1
3989,Q,P,,4.16,10,,,brown,,7/21,1
3992,Q,P,,3.88,6.9,,,,,7/21,1
3993,Q,P,,3.63,6.7,,,,,7/21,1
3995,Q,P,,4.17,4.9,,,,,7/21,1
3994,Q,P,,2.01,7.9,,,,,7/21,1
4001,Q,P,,4.46,10.6,,,,,7/21,1
4003,Q,P,,4.33,16.9,,,brown,,7/21,1
4004,Q,P,,3.86,18.4,,,,,7/21,1
3996,Q,P,,4.04,6,,,,,7/21,1
4008,Q,P,,3.37,3.8,,,,,7/21,1
4005,Q,P,,4.01,5.7,,,,,7/21,1
4007,Q,P,,3.8,6.5,,,,,7/21,1
4006,Q,P,,2.5,9.8,2.43,8.7,,,7/21,1
4000,Q,P,,3.82,6.6,,,,,7/21,1
3999,Q,P,,3.56,5.8,,,,,7/21,1
3997,Q,P,,3.7,4.1,,,,,7/21,1
3998,Q,P,,1.82,3.7,1.37,2,,,7/21,1
4068,Q,P,,2.76,4.6,,,,,7/21,1
4072,Q,P,,3.36,6.5,,,,,7/21,1
4089,Q,P,,3.16,4.7,,,,,7/21,1
4067,Q,P,,3.96,6.4,,,,,7/21,1
4063,Q,P,,2.67,4,,,,,7/21,1
4058,Q,P,,4.64,10.2,,,brown,,7/21,1
4059,Q,P,,3.64,4.6,,,,,7/21,1
4057,Q,P,,3.19,6.8,,,,,7/21,1
4069,Q,P,,4.25,4.7,,,,,7/21,1
4070,Q,P,,3.58,6,,,,,7/21,1
4071,Q,P,,4.68,5,,,,,7/21,1
4073,Q,P,,4.72,16.7,,,,,7/21,1
4074,Q,P,,4.05,8.6,,,,,7/21,1
4076,Q,P,,4.61,8.2,,,,,7/21,1
4077,Q,P,,3.84,6.8,,,,,7/21,1
4082,Q,P,,2.91,4.8,,,,,7/21,1
4075,Q,P,,3.79,4,,,,,7/21,1
4083,Q,P,,6.2,8.1,,,,,7/21,1
4081,Q,P,,4.31,6.2,,,,,7/21,1
4086,Q,P,,4.33,7.5,,,,,7/21,1
4084,Q,P,,4.42,18.8,,,,,7/21,1
4080,Q,P,,3.43,7.6,,,,,7/21,1
4078,Q,P,,3.83,20,,,,,7/21,1
4079,Q,P,,3.92,13.3,,,,,7/21,1
4060,Q,P,,4.75,7.5,,4.5,4 branches,,7/21,1
4061,Q,P,,3.85,4,,,,,7/21,1
4062,Q,P,,4.13,6.1,,,,,7/21,1
4064,Q,P,,3.76,7.2,2.48,7,,,7/21,1
4065,Q,P,,3.92,11.2,1.73,4.7,dropped,,7/21,1
4066,Q,P,,3.2,5.9,2.67,6.3,,,7/21,1
4085,Q,P,,4.94,10.4,,10.3,,,7/21,1
4088,Q,P,,3.96,5.7,,,,,7/21,1
4096,Q,P,,2.73,4.8,,,,,7/21,1
4095,Q,P,,3.75,6.6,,,,,7/21,1
4092,Q,P,,4.36,13.1,,,,,7/21,1
4091,Q,P,,3.79,5.4,,,,,7/21,1
4094,Q,P,,3.87,7.5,,,,,7/21,1
4093,Q,P,,3.96,10.7,3.18,11.2,,,7/21,1
4090,Q,P,,4.85,6.6,,,,,7/21,1
4087,Q,P,,3.85,8,,,,,7/21,1
4097,Q,P,,3.42,5.6,,,,,7/21,1
4098,Q,P,,4.91,7.1,,,,,7/21,1
4099,Q,P,,4.86,6,,,,,7/21,1
4100,Q,P,,3.76,7.3,,,,,7/21,1
4101,Q,P,,3.73,7.2,,6.7,,,7/21,1
4103,Q,P,,3.97,8.8,,,brown,,7/21,1
4102,Q,P,,3.62,7.1,,,,,7/21,1
4104,Q,P,,,,,,bg,,7/21,1
3824,P,Q,,1.67,3.7,,,,AS,11/9,2
3817,P,Q,,1.46,2.4,,,sprout,,11/9,2
3821,P,Q,,1.76,3.2,,,,,11/9,2
3828,P,Q,,1.87,3.8,,,,,11/9,2
3825,P,Q,,1.43,2.5,,,,,11/9,2
3827,P,Q,,1.81,4.3,,,,,11/9,2
3826,P,Q,,1.44,3.5,,,,,11/9,2
3833,P,Q,,1.61,2.3,,,,,11/9,2
3839,P,Q,,1.72,3.3,,,,,11/9,2
3844,P,Q,,1.76,2.7,,,sprout,,11/9,2
3837,P,Q,,1.62,2.8,,,,,11/9,2
3835,P,Q,,1.75,2,,,,,11/9,2
3836,P,Q,,1.72,3.1,,,,,11/9,2
3834,P,Q,,1.5,2.9,,,sprout,,11/9,2
3832,P,Q,,1.73,4,,,,,11/9,2
3838,P,Q,,2.02,3.2,,,sprout,,11/9,2
3840,P,Q,,1.71,5.6,,,,,11/9,2
3845,P,Q,,1.76,3,,,,,11/9,2
3842,P,Q,,1.63,2.7,,,sprout,,11/9,2
3843,P,Q,,1.7,3.2,,,,,11/9,2
3847,P,Q,,1.46,2.2,,,sprout,,11/9,2
3856,P,Q,,1.81,3,,,,,11/9,2
3855,P,Q,,1.7,3.5,,,,,11/9,2
3854,P,Q,,1.81,3.6,,,sprout,,11/9,2
3852,P,Q,,1.63,2.4,,,sprout,,11/9,2
3849,P,Q,,1.57,3,,,,,11/9,2
3853,P,Q,,1.74,4.7,,,,,11/9,2
3850,P,Q,,1.74,2.6,,,,,11/9,2
3857,P,Q,,1.67,3.9,,,,,11/9,2
3858,P,Q,,1.87,3.5,,,,,11/9,2
3860,P,Q,,1.71,3.3,,,,,11/9,2
3861,P,Q,,1.67,2.7,,,,,11/9,2
3859,P,Q,,1.52,2.5,,,,,11/9,2
3862,P,Q,,1.42,3.1,,,,,11/9,2
3863,P,Q,,1.5,2.8,,,,,11/9,2
3864,P,Q,,1.81,3.6,,,,,11/9,2
3722,P,Q,,1.94,4.2,,,,,11/9,2
3723,P,Q,,1.75,3.6,,,,,11/9,2
3724,P,Q,,1.73,2.5,,,,,11/9,2
3728,P,Q,,1.92,4.8,,,,,11/9,2
3731,P,Q,,2.02,4.5,,,,,11/9,2
3727,P,Q,,1.74,3.1,,,,,11/9,2
3726,P,Q,,1.76,3.1,,,,,11/9,2
3737,P,Q,,1.5,4.3,,,,,11/9,2
3735,P,Q,,1.85,3.9,,,,,11/9,2
3734,P,Q,,1.79,3.9,,,,,11/9,2
3732,P,Q,,1.9,4.4,,,,,11/9,2
3725,P,Q,,1.85,3.2,,,,,11/9,2
3738,P,Q,,1.73,3,,,,,11/9,2
3736,P,Q,,1.51,2.3,,,,,11/9,2
3746,P,Q,,2.03,4.3,,,,,11/9,2
3740,P,Q,,1.86,2.8,,,,,11/9,2
3739,P,Q,,1.53,2.4,,,,,11/9,2
3741,P,Q,,2.17,3.1,,,,,11/9,2
3742,P,Q,,1.51,2.8,,,,,11/9,2
3751,P,Q,,1.65,2.6,,,,,11/9,2
3748,P,Q,,1.97,3.2,,,,,11/9,2
3752,P,Q,,1.92,2.9,,,,,11/9,2
3744,P,Q,,1.55,3.8,,,,,11/9,2
3745,P,Q,,1.79,2.6,,,,,11/9,2
3755,P,Q,,1.77,2.3,,,,,11/9,2
3756,P,Q,,1.74,3.8,,,,,11/9,2
3757,P,Q,,1.87,3.2,,,sprout,,11/9,2
3767,P,Q,,1.84,3.4,,,sprout,,11/9,2
3766,P,Q,,1.94,3.5,,,,,11/9,2
3765,P,Q,,1.65,3.5,,,,,11/9,2
3764,P,Q,,1.95,4,,,,,11/9,2
3760,P,Q,,1.7,4.3,,,,,11/9,2
3872,P,Q,,1.97,3.7,,,,,11/9,2
3870,P,Q,,1.64,3.5,,,,,11/9,2
3875,P,Q,,1.89,3.6,,,,,11/9,2
3866,P,Q,,1.5,2.8,,,,,11/9,2
3867,P,Q,,1.58,1.2,,,,,11/9,2
3873,P,Q,,1.64,4.1,,,,,11/9,2
3877,P,Q,,1.51,2.8,,,,,11/9,2
3876,P,Q,,1.73,2.9,,,,,11/9,2
3878,P,Q,,1.9,3.2,,,,,11/9,2
3879,P,Q,,1.58,3.2,,,,,11/9,2
3899,P,Q,,1.87,2.7,,,,,11/9,2
3898,P,Q,,1.8,2.6,,,sprout,,11/9,2
3883,P,Q,,1.62,3.6,,,,,11/9,2
3882,P,Q,,2.04,3.8,,,,,11/9,2
3880,P,Q,,1.52,2.6,,,,,11/9,2
3885,P,Q,,1.58,3.8,,,,,11/9,2
3886,P,Q,,1.63,3.6,,,sprout,,11/9,2
3890,P,Q,,1.71,3.4,,,,,11/9,2
3891,P,Q,,1.53,2.6,,,,,11/9,2
3893,P,Q,,2.07,3.1,,,sprout,,11/9,2
3905,P,Q,,1.93,4.7,,,,,11/9,2
3901,P,Q,,1.94,3.3,,,,,11/9,2
3900,P,Q,,1.76,3.4,,,,,11/9,2
3896,P,Q,,1.69,2.6,,,,,11/9,2
3897,P,Q,,1.95,3.5,,,,,11/9,2
3896,P,Q,,,,,,,,,1
3894,P,Q,,2.01,2.6,,,,,11/9,2
3892,P,Q,,1.54,3.3,,,,,11/9,2
3908,P,Q,,1.47,2.9,,,,,11/9,2
3906,P,Q,,1.57,3,,,,,11/9,2
3910,P,Q,,1.81,2.2,,,,,11/9,2
3909,P,Q,,1.46,2.5,,,,,11/9,2
3916,P,Q,,1.58,2.6,,,,,11/9,2
3919,P,Q,,1.75,3,,,,,11/9,2
3915,P,Q,,1.76,2.2,,,,,11/9,2
3913,P,Q,,1.8,3.8,,,,,11/9,2
3917,P,Q,,1.48,2.3,,,,,11/9,2
3918,P,Q,,2.18,3.9,,,,,11/9,2
3926,P,Q,,1.53,2.4,,,,,11/9,2
3921,P,Q,,1.57,2.5,,,,,11/9,2
3932,P,Q,,1.78,2.9,,,,,11/9,2
3933,P,Q,,1.82,3.5,,,,,11/9,2
3936,P,Q,,1.83,2.5,,,,,11/9,2
3944,P,Q,,1.66,3.3,,,,,11/9,2
3943,P,Q,,1.56,2.6,,,,,11/9,2
3942,P,Q,,1.54,2.1,,,,,11/9,2
3938,P,Q,,1.66,3.4,,,,,11/9,2
3937,P,Q,,1.47,2,,,,,11/9,2
3945,P,Q,,1.72,1.9,,,,,11/9,2
3946,P,Q,,1.76,3.5,,,,,11/9,2
3948,P,Q,,1.62,1.1,,,,,11/9,2
3947,P,Q,,1.36,2.1,,,,,11/9,2
3953,P,Q,,1.68,2.4,,,sprout,,11/9,2
3958,P,Q,,1.65,2.9,,,,,11/9,2
