seedling_id,seedling sp.,soil type,dead,diameter_mm,height_cm,stem_2_diameter_mm,stem_2_height_cm,notes,observer,date,timepoint
3532,Q,Q,,4.27,7.2,,,,,11/12,2
3529,Q,Q,,4.05,4.7,,,,,11/12,2
3541,Q,Q,,2.65,5.3,,,,,11/12,2
3547,Q,Q,,1.6,4.6,,,,,11/12,2
3536,Q,Q,,4.24,10.6,,,,,11/12,2
3544,Q,Q,,4.13,5.5,,,,,11/12,2
3542,Q,Q,,3.74,9.1,,,,,11/12,2
3535,Q,Q,,3.7,3.9,,,,,11/12,2
3533,Q,Q,,3.86,7.9,,,,,11/12,2
3539,Q,Q,,3.78,7.5,,7,,,11/12,2
3545,Q,Q,,4.45,11.5,,,,,11/12,2
3548,Q,Q,,5.68,11.3,,,,,11/12,2
3549,Q,Q,,4.37,7.3,,,,,11/12,2
3551,Q,Q,,4.27,9.6,,,,,11/12,2
3546,Q,Q,,6.22,25.1,,22.1,,,11/12,2
3552,Q,Q,,4.84,7.1,,,,,11/12,2
3555,Q,Q,,4.41,8.5,,5.4,,,11/12,2
3554,Q,Q,,3.54,4.8,,,,,11/12,2
3553,Q,Q,,3.99,5.1,,,,,11/12,2
3550,Q,Q,,3.89,4.8,,,,,11/12,2
3570,Q,Q,,3.41,11.1,3.09,7.2,3 br,,11/12,2
3573,Q,Q,,5.1,9.4,,,,,11/12,2
3564,Q,Q,,3.23,8.8,3.35,6.3,,,11/12,2
3558,Q,Q,,4.4,9.5,,10.1,,,11/12,2
3557,Q,Q,,2.84,7.7,2.13,6.9,,,11/12,2
3556,Q,Q,,4.57,7.9,,,,,11/12,2
3562,Q,Q,,4.58,6.6,2.3,3.6,,,11/12,2
3565,Q,Q,,4.06,7.6,,,,,11/12,2
3560,Q,Q,,4.97,22.5,,,,,11/12,2
3563,Q,Q,,2.57,4.5,,,,,11/12,2
3566,Q,Q,,4.76,7.6,,,,,11/12,2
3576,Q,Q,,3.55,3.9,,,,,11/12,2
3574,Q,Q,,4.47,9.9,,,,,11/12,2
3568,Q,Q,,4.77,17.4,,,,,11/12,2
3569,Q,Q,,4.32,10.9,,7.5,,,11/12,2
3538,Q,Q,,4.44,12.3,,,,,11/12,2
3595,Q,Q,,4.89,9,,,,,11/12,2
3596,Q,Q,,2.78,6.6,,,,,11/12,2
3592,Q,Q,,3.29,13.2,16.4,3.2,,,11/12,2
3591,Q,Q,,3.09,7.2,2.52,8,,,11/12,2
3588,Q,Q,,3.15,5.5,,,,,11/12,2
3593,Q,Q,,4.31,6.3,,4.6,3 br,,11/12,2
3600,Q,Q,,4.75,8.3,,,,,11/12,2
3603,Q,Q,,4.55,6.4,,5.9,2 br,,11/12,2
3594,Q,Q,,5.08,7.9,,,,,11/12,2
3599,Q,Q,,5.82,9.1,,,,,11/12,2
3579,Q,Q,,4.53,9,,,,,11/12,2
3577,Q,Q,,3.96,5.5,,,,,11/12,2
3580,Q,Q,,4.15,4.3,,,,,11/12,2
3590,Q,Q,,3.81,7.7,,,,,11/12,2
3587,Q,Q,,5.36,19.8,,,,,11/12,2
3586,Q,Q,,5.27,26.1,,,,,11/12,2
3584,Q,Q,,4.32,11.4,,,,,11/12,2
3581,Q,Q,,5.34,8.6,,,,,11/12,2
3602,Q,Q,,4.79,21.4,,,,,11/12,2
3583,Q,Q,,3.54,5.9,,,,,11/12,2
3610,Q,Q,,3.82,8.1,,,,,11/12,2
3589,Q,Q,,5.76,8.4,,,,,11/12,2
3582,Q,Q,,4.84,8.4,,,,,11/12,2
3601,Q,Q,,3.61,4.3,,,,,11/12,2
3597,Q,Q,,5.4,10.7,,,,,11/12,2
3604,Q,Q,,4.16,12.3,,,,,11/12,2
3613,Q,Q,,4.44,15,,,,,11/12,2
3614,Q,Q,,3.95,6.9,,,,,11/12,2
3615,Q,Q,,4.56,13.2,,,,,11/12,2
3612,Q,Q,,4.81,13.8,,13,,,11/12,2
3609,Q,Q,,5.46,23.4,,,,,11/12,2
3605,Q,Q,,3.39,7.3,,,,,11/12,2
3606,Q,Q,,5.6,15.3,,,,,11/12,2
3618,Q,Q,,3.7,20.2,,10,2 br,,11/12,2
3608,Q,Q,,3.82,5.3,,3,2 br,,11/12,2
3616,Q,Q,,2.84,7.9,2.07,4.9,2 br,,11/12,2
3617,Q,Q,,4.82,8,,,,,11/12,2
3611,Q,Q,,4.27,10.2,,,,,11/12,2
3620,Q,Q,,4.33,12.1,,,,,11/12,2
3623,Q,Q,,4.22,8,,,,,11/12,2
3619,Q,Q,,4.57,7,,,,,11/12,2
3622,Q,Q,,5.01,11.2,,,,,11/12,2
3621,Q,Q,,4.27,4.9,,,,,11/12,2
3624,Q,Q,,3.55,5.7,,,,,11/12,2
3137,Q,C,,3.08,8.5,,2.6,,,11/12,2
3141,Q,C,,5.56,18.7,,,,,11/12,2
3140,Q,C,,3.52,4.5,,,,,11/12,2
3143,Q,C,,3.58,5.6,,,,,11/12,2
3098,Q,C,,4.97,16.3,,,,,11/12,2
3121,Q,C,,3.16,4.6,,,,,11/12,2
3139,Q,C,,3.5,5.8,,,,,11/12,2
3137,Q,C,,3.86,15.2,,,,,11/12,2
3128,Q,C,,3.33,4.5,,,,,11/12,2
3219,Q,C,,4.81,5.5,,,,,11/12,2
3130,Q,C,,4.58,7.1,,,,,11/12,2
3135,Q,C,,2.74,6.4,2.73,4.4,,,11/12,2
3132,Q,C,,3.91,10.1,,,,,11/12,2
3123,Q,C,,5.07,6.5,,9.2,,,11/12,2
3214,Q,C,,5.54,11.5,,,,,11/12,2
3217,Q,C,,4.76,6.3,,,,,11/12,2
3133,Q,C,,5.44,12.7,,,,,11/12,2
3119,Q,C,,4.92,5.3,,,,,11/12,2
3120,Q,C,,4.16,10.2,,,,,11/12,2
3125,Q,C,,4.02,4.8,,,,,11/12,2
3114,Q,C,,6.03,5.8,,,,,11/12,2
3109,Q,C,,5.26,4.7,,,,,11/12,2
3108,Q,C,,3.79,5.4,,,,,11/12,2
3107,Q,C,,4.41,8.6,,,,,11/12,2
3111,Q,C,,4.6,5.1,,12.4,,,11/12,2
3112,Q,C,,4.11,5.6,,,,,11/12,2
3110,Q,C,,4.73,7.6,2.42,4.6,,,11/12,2
3117,Q,C,,4.95,4.4,,,,,11/12,2
3136,Q,C,,4.23,7.8,,,,,11/12,2
3113,Q,C,,3.58,6.4,,,,,11/12,2
3126,Q,C,,3.4,4.6,,,,,11/12,2
3099,Q,C,,2.57,3.3,1.3,1.5,,,11/12,2
3102,Q,C,,3.82,6.4,,,,,11/12,2
3118,Q,C,,3.82,9.1,,,,,11/12,2
3101,Q,C,,4.37,5.3,,,,,11/12,2
3060,Q,C,,4.63,10.7,,7.4,,,11/12,2
3061,Q,C,,3.74,3,,,,,11/12,2
3057,Q,C,,2.01,5.9,,,,,11/12,2
3077,Q,C,,2.93,4.3,,,,,11/12,2
3096,Q,C,,3.24,5.8,,,,,11/12,2
3087,Q,C,,3.28,5.1,,,,,11/12,2
3059,Q,C,,3.13,5.5,,,,,11/12,2
3104,Q,C,,4.05,6.4,,9.6,,,11/12,2
3066,Q,C,,3.74,4.3,3.35,6.1,,,11/12,2
3062,Q,C,,3.94,9,,,,,11/12,2
3049,Q,C,,2.77,4.2,2.7,3.8,,,11/12,2
3050,Q,C,,2.72,3.5,,,,,11/12,2
3052,Q,C,,3.38,4,,,,,11/12,2
3058,Q,C,,2.94,5.6,,,,,11/12,2
3084,Q,C,,5.16,4.1,,5.5,,,11/12,2
3053,Q,C,,3.04,4.8,,,,,11/12,2
3065,Q,C,,3.53,2.5,,7.5,2 br,,11/12,2
3095,Q,C,,4.09,5.5,,,,,11/12,2
3094,Q,C,,4.07,6.1,,,,,11/12,2
3086,Q,C,,3.12,2.5,,,,,11/12,2
3092,Q,C,,4.44,8.8,,9.6,4 br,,11/12,2
3081,Q,C,,3.22,3.1,,,,,11/12,2
3069,Q,C,,4.27,4.1,,,,,11/12,2
3068,Q,C,,3.14,4,,,,,11/12,2
3056,Q,C,,4.51,5.6,,,,,11/12,2
3090,Q,C,,2.85,3.9,,,,,11/12,2
3082,Q,C,,4.32,12.5,,,,,11/12,2
3064,Q,C,,3.21,6.7,,,,,11/12,2
3083,Q,C,,4.29,4.7,,,,,11/12,2
3075,Q,C,,3.55,3.9,,,,,11/12,2
3073,Q,C,,4.02,7.1,,7.1,,,11/12,2
3067,Q,C,,4,8,2.3,3.9,,,11/12,2
3051,Q,C,,4.59,8.1,,,,,11/12,2
3085,Q,C,,4.64,1.8,,3.6,,,11/12,2
3070,Q,C,,4.69,5.5,,,,,11/12,2
3072,Q,C,,5.5,16.9,,,,,11/12,2
3078,Q,C,,4.04,5.4,,,,,11/12,2
3089,Q,C,,4.09,12.6,,,,,11/12,2
3054,Q,C,,4.81,11,,,,,11/12,2
3076,Q,C,,3.97,5.4,,,,,11/12,2
3055,Q,C,,5.17,7,,10.5,2 br,,11/12,2
3063,Q,C,,3.19,5.4,3.64,5.8,,,11/12,2
3091,Q,C,,3.43,4.8,,,,,11/12,2
3079,Q,C,,3.04,4.1,,,,,11/12,2
3080,Q,C,,3.47,14.6,,,,,11/12,2
3071,Q,C,,3.84,7.4,,,,,11/12,2
3093,Q,C,,3.7,5.5,,,,,11/12,2
3228,Q,C,,3.65,5.5,,,,,11/12,2
3217,Q,C,,5.13,6.5,,,,,11/12,2
3221,Q,C,,5.02,6.8,,,,,11/12,2
3198,Q,C,,7.29,23.1,,,,,11/12,2
3219,Q,C,,4.7,9.5,,,,,11/12,2
3220,Q,C,,4.57,4.7,,,,,11/12,2
3208,Q,C,,3.15,5.4,,,,,11/12,2
3206,Q,C,,4.9,8.7,,,,,11/12,2
3218,Q,C,,3.96,5.4,,,,,11/12,2
3205,Q,C,,4.41,14.6,,22.4,,,11/12,2
3197,Q,C,,5.46,30.3,,,,,11/12,2
3239,Q,C,,5.92,8.8,,,,,11/12,2
3199,Q,C,,4.98,7,,15.5,,,11/12,2
3227,Q,C,,4.09,6.7,2.53,4.1,,,11/12,2
3216,Q,C,,4.32,12.2,,,,,11/12,2
3223,Q,C,,4.85,9.9,,,,,11/12,2
3204,Q,C,,3.8,12.7,,11.7,,,11/12,2
3193,Q,C,,4.47,22.6,,,,,11/12,2
3235,Q,C,,4.53,17.2,,,,,11/12,2
3195,Q,C,,5.15,20.4,,,,,11/12,2
3203,Q,C,,2.33,3.1,,,,,11/12,2
3201,Q,C,,4.9,13.2,,,,,11/12,2
3207,Q,C,,3.61,5,,,,,11/12,2
3231,Q,C,,4.36,9.9,,,,,11/12,2
3232,Q,C,,3.46,7.2,3,8,,,11/12,2
3230,Q,C,,2.96,6.4,2.52,5.1,,,11/12,2
3226,Q,C,,3.43,5.8,,,,,11/12,2
3224,Q,C,,4.1,13.9,,,,,11/12,2
3222,Q,C,,3.92,16.6,,,,,11/12,2
3225,Q,C,,5.02,14.7,,,,,11/12,2
3211,Q,C,,4.43,6.4,,,,,11/12,2
3212,Q,C,,4.76,13.2,,,,,11/12,2
3229,Q,C,,5.67,10.2,,,,,11/12,2
3213,Q,C,,4.14,11.6,,,,,11/12,2
3196,Q,C,,4.96,5.2,,,,,11/12,2
3214,Q,C,,3.29,9.4,2.19,5.1,,,11/12,2
3210,Q,C,,3.21,5.5,,,,,11/12,2
3088,Q,C,,1.34,3.1,,,,,11/12,2
3240,Q,C,,4.23,7,,,,,11/12,2
3237,Q,C,,4.47,7.1,,,,,11/12,2
3236,Q,C,,4.93,6.1,,,,,11/12,2
3200,Q,C,,2.3,3.4,,,,,11/12,2
3215,Q,C,,3.71,5.1,,,,,11/12,2
3209,Q,C,,2.84,4.6,,,,,11/12,2
3202,Q,C,,5.01,9.1,,2.7,2 br,,11/12,2
3048,Q,C,,4.53,6.1,,,,,11/12,2
3042,Q,C,,3.67,6,,,,,11/12,2
3037,Q,C,,3.59,5.1,,,,,11/12,2
3018,Q,C,,3.13,5.4,,,,,11/12,2
3001,Q,C,,4.51,6.7,,,,,11/12,2
3002,Q,C,,4.79,6.7,,,,,11/12,2
3005,Q,C,,4.29,8.2,,,,,11/12,2
3035,Q,C,,3.37,5.8,,,,,11/12,2
3044,Q,C,,3.05,4.5,,,,,11/12,2
3046,Q,C,,4.33,10.2,,,,,11/12,2
3006,Q,C,,4.18,6.5,,,,,11/12,2
3000,Q,C,,6.09,17,,,,,11/12,2
3021,Q,C,,4.18,7.9,,,,,11/12,2
3004,Q,C,,4.46,5.8,,,,,11/12,2
3016,Q,C,,4.04,5.7,,,,,11/12,2
3043,Q,C,,2.63,3.5,,,,,11/12,2
3045,Q,C,,5.08,9.6,,,,,11/12,2
3011,Q,C,,4.37,5.8,,,,,11/12,2
3007,Q,C,,3.53,3.7,,,,,11/12,2
3003,Q,C,,4.44,17.2,,5.6,2 br,,11/12,2
3030,Q,C,,4.2,6.8,,,,,11/12,2
3031,Q,C,,4.59,10.5,,,,,11/12,2
3013,Q,C,,4.21,10.1,,,,,11/12,2
3027,Q,C,,4.23,9.8,,,,,11/12,2
3033,Q,C,,3.76,4.8,,,,,11/12,2
3034,Q,C,,4.26,6.3,,,,,11/12,2
3029,Q,C,,4.71,10.3,,,,,11/12,2
3022,Q,C,,2.88,4.7,,,,,11/12,2
3026,Q,C,,3.83,7.8,,,,,11/12,2
3012,Q,C,,3.49,7.4,,,,,11/12,2
3038,Q,C,,4.38,6.4,,,,,11/12,2
3008,Q,C,,5.27,6.7,,,,,11/12,2
3015,Q,C,,5.09,5.1,,10.1,,,11/12,2
3024,Q,C,,3.37,5.8,,,,,11/12,2
3017,Q,C,,3.82,6.1,,,,,11/12,2
3158,Q,C,,4.21,9.6,,,,,11/12,2
3191,Q,C,,3.52,3.8,,,,,11/12,2
3189,Q,C,,3.75,9,,,,,11/12,2
3192,Q,C,,4.2,9.2,,,,,11/12,2
3187,Q,C,,3.63,5.4,,,,,11/12,2
3188,Q,C,,3.19,5.4,,,,,11/12,2
3161,Q,C,,3.27,12.9,,,,,11/12,2
3147,Q,C,,2.79,9.8,,6.5,3 br,,11/12,2
3151,Q,C,,3.96,4.7,,,,,11/12,2
3183,Q,C,,4.57,4.9,,,,,11/12,2
3146,Q,C,,2.17,2.7,,,,,11/12,2
3186,Q,C,,4.44,9.5,,9.3,,,11/12,2
3172,Q,C,,3.48,6.7,,,,,11/12,2
3184,Q,C,,3.8,4.5,,,,,11/12,2
3165,Q,C,,4.1,8,,,,,11/12,2
3148,Q,C,,4.49,24.9,,,,,11/12,2
3150,Q,C,,2.91,3.9,,,,,11/12,2
3177,Q,C,,2.8,3.8,,,,,11/12,2
3156,Q,C,,4.09,6.7,,,,,11/12,2
3155,Q,C,,4.68,9.1,,,,,11/12,2
3160,Q,C,,3.79,10.1,,,,,11/12,2
3179,Q,C,,3.59,6.9,,,,,11/12,2
3157,Q,C,,4.01,8.9,,,,,11/12,2
3162,Q,C,,4.67,7.7,,,,,11/12,2
3159,Q,C,,4.23,10.1,,,,,11/12,2
3164,Q,C,,4.06,4.3,,,,,11/12,2
3170,Q,C,,2.95,3.1,,,,,11/12,2
3176,Q,C,,4.16,6.4,,,,,11/12,2
3166,Q,C,,4.1,19.6,,,,,11/12,2
3169,Q,C,,2.61,2.6,,,,,11/12,2
3171,Q,C,,3.75,6,,,,,11/12,2
3175,Q,C,,4.21,13.8,,13.4,,,11/12,2
3181,Q,C,,4.91,12.6,,,,,11/12,2
3168,Q,C,,3.23,4.8,,,,,11/12,2
3173,Q,C,,2.46,4.6,,,,,11/12,2
3154,Q,C,,3.78,9.6,,,,,11/12,2
3167,Q,C,,4.45,18.2,,,,,11/12,2
3152,Q,C,,2.88,6.1,,7.3,,,11/12,2
3153,Q,C,,5.24,7.4,,11.3,,,11/12,2
3149,Q,C,,3.89,12.3,,,,,11/12,2
3180,Q,C,,4.34,19.1,,,,,11/12,2
3185,Q,C,,4.41,10.2,,,,,11/12,2
3174,Q,C,,4.25,6.4,,,,,11/12,2
3190,Q,C,,3.65,6.1,,,,,11/12,2
3178,Q,C,,2.73,5,,,,,11/12,2
4011,Q,P,,4.14,4.8,,5.7,,AS,11/16,2
4021,Q,P,,4.55,7.1,,,,,11/16,2
4015,Q,P,,4.64,16,,,,,11/16,2
4051,Q,P,,4.05,16.2,,,,,11/16,2
4038,Q,P,,3.56,7.1,,,,,11/16,2
4010,Q,P,,3.66,3.7,,,,,11/16,2
4013,Q,P,,3.67,7.5,,,,,11/16,2
4017,Q,P,,4.02,5,,,,,11/16,2
4019,Q,P,,3.83,10.1,,,,,11/16,2
4045,Q,P,,5.06,12.2,2.11,2.9,2 br,,11/16,2
4044,Q,P,,5.54,16.6,,,,,11/16,2
4042,Q,P,,4.4,11,,,,,11/16,2
4012,Q,P,,4.34,9,,9.3,3 br,,11/16,2
4016,Q,P,,3.31,8.3,,,,,11/16,2
4014,Q,P,,3.65,5.3,,,,,11/16,2
4018,Q,P,,3.12,4.6,,,,,11/16,2
4022,Q,P,,3.65,6.8,,6.6,,,11/16,2
4023,Q,P,,4.48,5.5,,7.2,,,11/16,2
4020,Q,P,,3.29,3.7,,,,,11/16,2
4025,Q,P,,4.96,13.3,,,,,11/16,2
4026,Q,P,,3.47,5.2,,,,,11/16,2
4024,Q,P,,2.42,2.8,,,,,11/16,2
4028,Q,P,,4.61,8.9,,,,,11/16,2
4035,Q,P,,3.2,4.1,,,,,11/16,2
4034,Q,P,,4.85,13.1,,,,,11/16,2
4033,Q,P,,4.92,6.3,,,,,11/16,2
4032,Q,P,,5.13,12.7,,8.2,2 br,,11/16,2
4031,Q,P,,4.22,8,,,,,11/16,2
4030,Q,P,,4.14,5.4,,5.2,,,11/16,2
4029,Q,P,,3.17,3.1,,,,,11/16,2
4027,Q,P,,3.55,5.1,,4.2,,,11/16,2
4043,Q,P,,2.58,4.5,,,,,11/16,2
4037,Q,P,,3.62,5.1,,,,,11/16,2
4036,Q,P,,3.83,4.1,,,,,11/16,2
4040,Q,P,,4.76,6.9,,,,,11/16,2
4041,Q,P,,3.86,8.1,,,,,11/16,2
4046,Q,P,,3.66,7.2,,,,,11/16,2
4047,Q,P,,4.27,9.1,,,,,11/16,2
4056,Q,P,,5.8,7.2,,,,,11/16,2
4055,Q,P,,4.6,4.2,,7.1,5 br,,11/16,2
4054,Q,P,,4.43,10.2,,,,,11/16,2
4053,Q,P,,2.98,6.5,,,,,11/16,2
4050,Q,P,,3.93,5.7,,,,,11/16,2
4049,Q,P,,3.48,10,,10.5,,,11/16,2
4117,Q,P,,3.35,5.6,,6.9,2 br,,11/16,2
4118,Q,P,,4.55,9.5,,8.7,4 br,,11/16,2
4107,Q,P,,3.61,4.4,,5.7,2 br,,11/16,2
4105,Q,P,,3.64,6,,,,,11/16,2
4145,Q,P,,3.72,15.8,,,,,11/16,2
4106,Q,P,,3.72,11.3,,,,,11/16,2
4111,Q,P,,3.94,6.6,,,,,11/16,2
4110,Q,P,,3.28,4,,,,,11/16,2
4109,Q,P,,4.71,6.8,,,,,11/16,2
4115,Q,P,,3.84,4.3,,,,,11/16,2
4114,Q,P,,4.61,6.7,,,,,11/16,2
4139,Q,P,,3.65,7.5,,,,,11/16,2
4118,Q,P,,3.72,4.6,,,,,11/16,2
4125,Q,P,,5.21,15.6,,,,,11/16,2
4123,Q,P,,4.32,7.4,,,,,11/16,2
4122,Q,P,,5.18,15,,,,,11/16,2
4121,Q,P,,4.67,8.3,,,,,11/16,2
4120,Q,P,,3.43,16.4,,,,,11/16,2
4140,Q,P,,3.77,13.8,,,,,11/16,2
4127,Q,P,,5.43,22.3,,,,,11/16,2
4124,Q,P,,4.15,7.5,,,,,11/16,2
4126,Q,P,,4.22,7.5,,,,,11/16,2
4128,Q,P,,4.33,11.4,,,,,11/16,2
4130,Q,P,,2.8,12,2.38,9.2,,,11/16,2
4131,Q,P,,4.95,10.6,,,,,11/16,2
4143,Q,P,,3.31,11.3,,,,,11/16,2
4142,Q,P,,2.76,6.9,2.51,6.3,,,11/16,2
4135,Q,P,,3.35,4.5,,,,,11/16,2
4134,Q,P,,5.85,20.2,,,,,11/16,2
4133,Q,P,,4.62,10.3,,,,,11/16,2
4136,Q,P,,4.04,10.9,,,,,11/16,2
4132,Q,P,,3.88,7.9,,,,,11/16,2
4129,Q,P,,3.39,2.6,,,,,11/16,2
4144,Q,P,,4.21,6.6,,,,,11/16,2
4146,Q,P,,6.26,13.8,,,,,11/16,2
4148,Q,P,,3.74,9.1,,,,,11/16,2
4147,Q,P,,4.41,3.5,,5.4,2 br,,11/16,2
4151,Q,P,,3.03,3,,,,,11/16,2
4149,Q,P,,5.16,9.6,,,,,11/16,2
4152,Q,P,,2.89,5.1,,,,,11/16,2
4200,Q,P,,2.96,4.6,2.35,3.2,,,11/16,2
4199,Q,P,,4.16,5.5,,5.1,3 br,,11/16,2
4197,Q,P,,4.71,7.2,,,,,11/16,2
4195,Q,P,,4.16,4,,,,,11/16,2
4192,Q,P,,3.85,4.4,,9.8,7 br,,11/16,2
4196,Q,P,,3.6,4.5,,,,,11/16,2
4193,Q,P,,4.32,6.2,,5.3,,,11/16,2
4191,Q,P,,4.51,8.7,,,,,11/16,2
4189,Q,P,,3.73,5.9,,,,,11/16,2
4188,Q,P,,4.74,9.1,,,,,11/16,2
4186,Q,P,,4.25,9.1,,,,,11/16,2
4190,Q,P,,5.66,8.8,,,,,11/16,2
4185,Q,P,,3.29,5.3,,,,,11/16,2
4187,Q,P,,4.16,6.6,,,,,11/16,2
4178,Q,P,,5.52,10.3,,,,,11/16,2
4177,Q,P,,4.79,8.3,,,,,11/16,2
4179,Q,P,,4.77,9.6,,,,,11/16,2
4181,Q,P,,4.81,10.9,,,,,11/16,2
4180,Q,P,,4.35,4.5,,,,,11/16,2
4182,Q,P,,4.51,6.6,,,,,11/16,2
4183,Q,P,,3.52,5,,,,,11/16,2
4184,Q,P,,3.91,5.7,,6.8,3 br,,11/16,2
4176,Q,P,,5.51,6.4,,8.8,2 br,,11/16,2
4174,Q,P,,5.99,11.2,,,,,11/16,2
4173,Q,P,,4.4,7.7,,,,,11/16,2
4171,Q,P,,4.88,13.9,,,,,11/16,2
4168,Q,P,,3.2,4,,,,,11/16,2
4172,Q,P,,4.39,5.4,,,,,11/16,2
4170,Q,P,,3.63,3.5,,,,,11/16,2
4169,Q,P,,3.78,5.7,,,,,11/16,2
4162,Q,P,,4.28,6.2,,,,,11/16,2
4163,Q,P,,5.23,20.5,,,,,11/16,2
4164,Q,P,,4.71,6.9,,,,,11/16,2
4166,Q,P,,5.06,13,,,,,11/16,2
4175,Q,P,,4.49,4.6,,,,,11/16,2
4165,Q,P,,4.48,6.2,,,,,11/16,2
4167,Q,P,,2.75,6.4,,,,,11/16,2
4160,Q,P,,4.47,5.3,,,,,11/16,2
4158,Q,P,,3.5,5.3,,,,,11/16,2
4157,Q,P,,4.72,6.7,,,,,11/16,2
4155,Q,P,,4.37,10.8,,,,,11/16,2
4159,Q,P,,4.57,5.8,,,,,11/16,2
4156,Q,P,,4.55,5.4,,,,,11/16,2
3965,Q,P,,4.48,8.3,,,,,11/16,2
3963,Q,P,,3.94,6.4,,,,,11/16,2
3961,Q,P,,3.63,5,,,,,11/16,2
3964,Q,P,,4.81,4.7,,,,,11/16,2
3985,Q,P,,5.64,11.8,,,,,11/16,2
3973,Q,P,,5.09,5.9,,,,,11/16,2
3982,Q,P,,4.66,8.2,,,,,11/16,2
3972,Q,P,,4.85,4.2,,,,,11/16,2
3970,Q,P,,4.06,9.9,,,,,11/16,2
3967,Q,P,,3.78,5.4,,,,,11/16,2
3971,Q,P,,3.88,3.3,,,,,11/16,2
3968,Q,P,,4.78,13.5,,,,,11/16,2
3966,Q,P,,2.44,4.4,,5.5,2 br,,11/16,2
3974,Q,P,,3.93,9.4,,,,,11/16,2
3975,Q,P,,4.63,5.2,,,,,11/16,2
3977,Q,P,,3.81,4.8,,,,,11/16,2
3978,Q,P,,3.31,13.1,,,,,11/16,2
3979,Q,P,,3.24,13.5,,,,AS,11/17,2
3980,Q,P,,5.49,12,,,,,11/17,2
3991,Q,P,,3.68,5.9,,,,,11/17,2
4002,Q,P,,4.05,11.2,,7.7,,,11/17,2
3987,Q,P,,4.15,12.4,,,,,11/17,2
3986,Q,P,,4.23,5.3,,,,,11/17,2
3988,Q,P,,3.43,7.1,,5.3,,,11/17,2
3992,Q,P,,4.42,6.7,,,,,11/17,2
3993,Q,P,,4.35,7.1,,,,,11/17,2
3995,Q,P,,3.95,5.1,,,,,11/17,2
3994,Q,P,,4.63,20.5,,,,,11/17,2
4001,Q,P,,4.73,11.2,,,,,11/17,2
4004,Q,P,,4.45,18.2,,,,,11/17,2
3996,Q,P,,3.63,6.1,,,,,11/17,2
4008,Q,P,,3.33,4.3,,,,,11/17,2
4005,Q,P,,4.67,5.7,,11.6,,,11/17,2
4007,Q,P,,4.32,7.1,,,,,11/17,2
4006,Q,P,,2.85,10.2,2.87,9.1,,,11/17,2
4000,Q,P,,3.92,6.6,,,,,11/17,2
3999,Q,P,,3.78,6.2,,,,,11/17,2
3997,Q,P,,3.67,4.2,,,,,11/17,2
3998,Q,P,,2.14,5.9,1.49,2.3,,,11/17,2
4068,Q,P,,3.22,4.6,,,,,11/17,2
4072,Q,P,,3.35,6.6,,,,,11/17,2
4089,Q,P,,3.23,4.3,,,,,11/17,2
4067,Q,P,,4.14,6.1,,,,,11/17,2
4063,Q,P,,3.12,4,,,,,11/17,2
4058,Q,P,,4.69,10,,4.5,3 br,,11/17,2
4059,Q,P,,4.46,4.6,,7.1,2 br,,11/17,2
4057,Q,P,,4.33,6.4,,,,,11/17,2
4069,Q,P,,3.83,4.8,,,,,11/17,2
4070,Q,P,,2.95,5.9,,,,,11/17,2
4071,Q,P,,4.6,5.6,,,,,11/17,2
4073,Q,P,,4.89,17,,,,,11/17,2
4074,Q,P,,4.23,8.9,,,,,11/17,2
4076,Q,P,,4.73,8.3,,,,,11/17,2
4077,Q,P,,3.76,7.1,,8,,,11/17,2
4082,Q,P,,3,5.1,,,,,11/17,2
4075,Q,P,,3.98,4,,,,,11/17,2
4083,Q,P,,6.46,8.1,,,,,11/17,2
4081,Q,P,,4.52,6.4,,,,,11/17,2
4086,Q,P,,4.79,7.7,,,,,11/17,2
4084,Q,P,,5.04,18.6,,,,,11/17,2
4080,Q,P,,3.47,7.6,,,,,11/17,2
4078,Q,P,,4.03,19.6,,,,,11/17,2
4079,Q,P,,4.77,13.5,,,,,11/17,2
4060,Q,P,,4.82,7.9,,4.7,3 br,,11/17,2
4061,Q,P,,3.54,4.2,,,,,11/17,2
4062,Q,P,,4.33,6.8,,,,,11/17,2
4064,Q,P,,5.13,7.8,,6.8,,,11/17,2
4065,Q,P,,3.51,11.1,,4.4,,,11/17,2
4066,Q,P,,3.2,5.8,2.89,6.6,,,11/17,2
4085,Q,P,,5.4,10.6,,10.9,,,11/17,2
4088,Q,P,,3.87,6.1,,,,,11/17,2
4096,Q,P,,3.09,10.1,,,,,11/17,2
4095,Q,P,,4.03,6.9,,,,,11/17,2
4092,Q,P,,4.96,13.2,,,,,11/17,2
4091,Q,P,,3.64,5.8,,,,,11/17,2
4094,Q,P,,4.63,7.7,,,,,11/17,2
4093,Q,P,,4.32,11,3.46,11.1,,,11/17,2
4090,Q,P,,4.67,7.1,,,,,11/17,2
4087,Q,P,,4.28,8.8,,,,,11/17,2
4097,Q,P,,3.62,6,,,,,11/17,2
4098,Q,P,,5.37,7.1,,,,,11/17,2
4099,Q,P,,4.28,6,,,,,11/17,2
4100,Q,P,,4.4,7.5,,,,,11/17,2
4101,Q,P,,3.9,7.5,,6.6,,,11/17,2
4102,Q,P,,3.93,7.3,,,,,11/17,2
4104,Q,P,,2.1,4,,,,,11/17,2
