seedling_id,height_cm,diameter_mm,leaf_count,chlorosis,notes,date,branching,alive,seedling_sp,soil_type,neighbor,pot,neighb_sp,neighb_st,neighb_alive
3567,6.6,3.2,11,NA,NA,2022-02-01,0,1,Q,Q,3917,211146,P,Q,0
3917,2.8,1.8,NA,3,NA,2022-02-01,2,1,P,Q,3567,211146,Q,Q,1
3333,3.7,1.4,NA,1,NA,2022-02-01,0,1,P,C,3325,211232,P,C,0
3325,3.9,1.5,NA,1,NA,2022-02-01,0,1,P,C,3333,211232,P,C,0
3530,11,3,19,NA,NA,2022-02-01,3.5,1,Q,Q,4413,211141,P,P,1
4413,7,2.8,NA,5,NA,2022-02-01,9.5,1,P,P,3530,211141,Q,Q,1
3852,4.5,2.2,NA,4,NA,2022-02-01,3.5,1,P,Q,3425,211203,P,C,0
3425,4.3,1.9,NA,3,NA,2022-02-01,4.5,1,P,C,3852,211203,P,Q,1
4041,9.5,4,23,NA,NA,2022-02-01,4,1,Q,P,3107,211205,Q,C,1
3107,8.5,5.3,8,NA,NA,2022-02-01,0,1,Q,C,4041,211205,Q,P,1
4117,7.7,3.4,20,NA,NA,2022-02-01,1.5,1,Q,P,3843,211195,P,Q,1
3843,6.8,2.7,NA,4,NA,2022-02-01,5.5,1,P,Q,4117,211195,Q,P,1
4253,4.8,2.4,NA,3,NA,2022-02-01,1,1,P,P,3254,211188,P,C,1
3254,4,2.1,NA,2,NA,2022-02-01,1.3,1,P,C,4253,211188,P,P,1
3751,4,1.7,NA,5,NA,2022-02-01,1.2,1,P,Q,3258,211144,P,C,0
3258,4.5,2.5,NA,3,NA,2022-02-01,2,1,P,C,3751,211144,P,Q,1
4344,3.5,2.2,NA,2,NA,2022-02-01,3,1,P,P,3265,211208,P,C,0
3265,4.1,2.1,NA,1,NA,2022-02-01,0,1,P,C,4344,211208,P,P,0
4056,6.5,5.8,8,NA,NA,2022-02-01,0,1,Q,P,4029,211153,Q,P,1
4029,5.5,4.1,8,NA,NA,2022-02-01,0,1,Q,P,4056,211153,Q,P,1
3517,7.7,4.9,8,NA,NA,2022-02-01,0,1,Q,Q,4323,211193,P,P,1
4323,7.8,3.3,NA,5,NA,2022-02-01,2,1,P,P,3517,211193,Q,Q,1
3518,19.4,6.1,11,NA,NA,2022-02-01,0,1,Q,Q,3113,211127,Q,C,1
3113,6.3,4.2,8,NA,NA,2022-02-01,0,1,Q,C,3518,211127,Q,Q,1
4055,8.1,4.6,17,NA,NA,2022-02-01,9.5,1,Q,P,3853,211154,P,Q,1
3853,5.5,2.7,NA,4,NA,2022-02-01,4.5,1,P,Q,4055,211154,Q,P,1
3862,3.7,2.3,NA,4,NA,2022-02-01,3,1,P,Q,3415,211158,P,C,0
3415,4.7,2,NA,3,NA,2022-02-01,1.5,1,P,C,3862,211158,P,Q,1
3664,11.1,5.1,17,NA,NA,2022-02-01,3,1,Q,Q,3120,211213,Q,C,1
3120,10.5,4,5,NA,NA,2022-02-01,0.5,1,Q,C,3664,211213,Q,Q,1
3531,7.4,4,10,NA,NA,2022-02-01,0.5,1,Q,Q,4146,211210,Q,P,1
4146,12.8,4.5,13,NA,NA,2022-02-01,8,1,Q,P,3531,211210,Q,Q,1
4419,5.4,2.4,NA,4,NA,2022-02-01,3,1,P,P,4047,211197,Q,P,1
4047,9.5,4.4,10,NA,NA,2022-02-01,0,1,Q,P,4419,211197,P,P,0
3108,6.1,4.4,7,NA,NA,2022-02-01,1,1,Q,C,3119,211159,Q,C,1
3119,9.5,4.4,15,NA,NA,2022-02-01,0,1,Q,C,3108,211159,Q,C,1
4336,5,2.8,NA,2,NA,2022-02-01,3.5,1,P,P,3414,211160,P,C,0
3414,4.2,2,NA,1,NA,2022-02-01,0,1,P,C,4336,211160,P,P,0
3496,11.5,4.4,NA,4,NA,2022-02-01,0,1,Q,Q,3505,211132,Q,Q,0
3505,11.3,4.2,9,NA,NA,2022-02-01,0,1,Q,Q,3496,211132,Q,Q,1
3423,3.8,1.5,NA,4,NA,2022-02-01,0,1,P,C,4273,211157,P,P,1
4273,3.7,1.7,NA,4,NA,2022-02-01,1,1,P,P,3423,211157,P,C,1
4027,5.2,4,14,NA,NA,2022-02-01,1.3,1,Q,P,3580,211162,Q,Q,1
3580,4.8,3.6,6,NA,NA,2022-02-01,0,1,Q,Q,4027,211162,Q,P,1
4282,5.9,1.9,NA,4,NA,2022-02-01,4.5,1,P,P,4132,211161,Q,P,1
4132,10.2,5.4,10,NA,NA,2022-02-01,0,1,Q,P,4282,211161,P,P,1
4120,17,3.1,14,NA,NA,2022-02-01,0,1,Q,P,4042,211227,Q,P,1
4042,11.5,4.2,6,NA,NA,2022-02-01,7,1,Q,P,4120,211227,Q,P,1
3358,4.8,1.7,NA,3,NA,2022-02-01,2,1,P,C,3379,211324,P,C,0
3379,4,2.1,NA,3,NA,2022-02-01,3,1,P,C,3358,211324,P,C,0
4310,6,1.8,NA,4,NA,2022-02-01,4.5,1,P,P,4305,211276,P,P,1
4305,4.7,1.9,NA,4,NA,2022-02-01,2.7,1,P,P,4310,211276,P,P,0
4289,4,2.3,NA,5,NA,2022-02-01,1.8,1,P,P,3337,211272,P,C,1
3337,4.2,1.8,NA,5,NA,2022-02-01,3,1,P,C,4289,211272,P,P,1
4353,5,2,NA,5,NA,2022-02-01,1.5,1,P,P,4387,211297,P,P,0
4387,5.3,1.9,NA,3,NA,2022-02-01,0,1,P,P,4353,211297,P,P,0
4308,5.7,2.3,NA,4,NA,2022-02-01,4,1,P,P,4011,211178,Q,P,1
4011,7,4.3,21,NA,NA,2022-02-01,6,1,Q,P,4308,211178,P,P,1
4309,3.8,2.3,NA,4,NA,2022-02-01,1,1,P,P,3783,211249,P,Q,1
3783,4.3,2.3,NA,4,NA,2022-02-01,3,1,P,Q,4309,211249,P,P,0
3736,5.5,2.5,NA,5,NA,2022-02-01,3,1,P,Q,3899,211318,P,Q,1
3899,3.7,2.3,NA,5,NA,2022-02-01,4.5,1,P,Q,3736,211318,P,Q,1
4105,9,4,10,NA,NA,2022-02-01,2.5,1,Q,P,4380,211301,P,P,1
4380,4.5,2.6,NA,4,NA,2022-02-01,3,1,P,P,4105,211301,Q,P,1
3804,4,1.4,NA,5,NA,2022-02-01,1.5,1,P,Q,4401,211278,P,P,1
4401,3.7,2.1,NA,5,NA,2022-02-01,1.5,1,P,P,3804,211278,P,Q,1
4396,7.7,2.6,NA,5,NA,2022-02-01,6.5,1,P,P,3377,211280,P,C,1
3377,3.9,2.2,NA,4,NA,2022-02-01,1.5,1,P,C,4396,211280,P,P,1
3629,14.9,5.5,7,NA,NA,2022-02-01,0,1,Q,Q,3626,211184,Q,Q,1
3626,7.7,3.4,9,NA,NA,2022-02-01,4,1,Q,Q,3629,211184,Q,Q,1
3727,5.2,2.4,NA,4,NA,2022-02-01,4,1,P,Q,3328,211235,P,C,NA
3328,4.2,2.1,NA,0,dead,2022-02-01,0,0,P,C,3727,211235,P,Q,NA
4127,22.2,5.8,16,NA,NA,2022-02-01,0,1,Q,P,3880,211209,P,Q,0
3880,5.7,2.7,NA,5,NA,2022-02-01,3,1,P,Q,4127,211209,Q,P,1
3640,12.1,5.5,20,NA,NA,2022-02-01,4,1,Q,Q,3599,211246,Q,Q,1
3599,9.8,4.9,13,NA,NA,2022-02-01,0,1,Q,Q,3640,211246,Q,Q,1
3817,5.3,2.4,NA,4,NA,2022-02-01,1.5,1,P,Q,3849,211151,P,Q,1
3849,5.1,2.9,NA,5,NA,2022-02-01,5.5,1,P,Q,3817,211151,P,Q,1
3741,6.5,3.1,NA,5,NA,2022-02-01,6,1,P,Q,3493,211106,Q,Q,1
3493,11.6,3.3,6,NA,NA,2022-02-01,0,1,Q,Q,3741,211106,P,Q,1
4330,6,2.8,NA,4,NA,2022-02-01,5.5,1,P,P,4019,211212,Q,P,0
4019,12.5,4,11,NA,NA,2022-02-01,0.5,1,Q,P,4330,211212,P,P,0
3834,6.1,2.7,NA,4,NA,2022-02-01,3,1,P,Q,4397,211217,P,P,1
4397,5.8,2.9,NA,5,NA,2022-02-01,5.5,1,P,P,3834,211217,P,Q,0
4379,5.3,2.9,NA,3,NA,2022-02-01,6,1,P,P,4063,211224,Q,P,1
4063,5.2,7.4,23,NA,NA,2022-02-01,8,1,Q,P,4379,211224,P,P,1
3859,5.1,2.8,NA,4,NA,2022-02-01,2.5,1,P,Q,4046,211155,Q,P,1
4046,7.6,3.4,7,NA,NA,2022-02-01,0,1,Q,P,3859,211155,P,Q,1
4410,7.8,3.1,NA,4,NA,2022-02-01,4.5,1,P,P,3261,211149,P,C,1
3261,4.5,2.5,NA,4,NA,2022-02-01,4.5,1,P,C,4410,211149,P,P,1
3568,18,5,9,NA,NA,2022-02-01,0,1,Q,Q,3842,211152,P,Q,0
3842,4,3.2,NA,4,NA,2022-02-01,10.5,1,P,Q,3568,211152,Q,Q,1
4311,5.3,2.9,NA,5,NA,2022-02-01,5,1,P,P,3327,211207,P,C,0
3327,2.9,2,NA,1,NA,2022-02-01,1,1,P,C,4311,211207,P,P,0
4221,6.8,3.1,NA,4,NA,2022-02-01,2,1,P,P,3549,211215,Q,Q,1
3549,10,4.2,10,NA,NA,2022-02-01,3.1,1,Q,Q,4221,211215,P,P,1
4343,6.2,2.1,NA,4,NA,2022-02-01,0,1,P,P,3583,211156,Q,Q,1
3583,6.9,4.2,8,NA,NA,2022-02-01,0,1,Q,Q,4343,211156,P,P,1
4152,8,3.5,19,NA,NA,2022-02-01,7.5,1,Q,P,3563,211182,Q,Q,1
3563,5.5,4.9,7,NA,NA,2022-02-01,0,1,Q,Q,4152,211182,Q,P,1
3757,6.1,2.6,NA,4,NA,2022-02-01,0.5,1,P,Q,4271,211133,P,P,0
4271,5.9,2.2,NA,4,NA,2022-02-01,2.5,1,P,P,3757,211133,P,Q,0
4297,4.6,3.1,NA,5,NA,2022-02-01,1.5,1,P,P,3128,211211,Q,C,1
3128,4.5,4.8,8,NA,NA,2022-02-01,0,1,Q,C,4297,211211,P,P,1
3845,5.7,3.3,NA,5,NA,2022-02-01,11,1,P,Q,3484,211241,Q,Q,0
3484,10.5,4.4,14,NA,NA,2022-02-01,1,1,Q,Q,3845,211241,P,Q,1
3497,7.5,3.6,9,NA,NA,2022-02-01,0,1,Q,Q,4249,211137,P,P,0
4249,4.8,2,NA,2,NA,2022-02-01,2.3,1,P,P,3497,211137,Q,Q,0
3124,11.5,6.3,8,NA,NA,2022-02-01,0,1,Q,C,4060,211130,Q,P,1
4060,8,5,17,NA,NA,2022-02-01,7.5,1,Q,P,3124,211130,Q,C,0
3498,7.5,3.2,11,NA,NA,2022-02-01,4,1,Q,Q,3835,211190,P,Q,1
3835,4.6,2.5,NA,3,NA,2022-02-01,4,1,P,Q,3498,211190,Q,Q,1
3735,5.5,2.4,NA,5,NA,2022-02-01,2.5,1,P,Q,3748,211138,P,Q,1
3748,6,2.4,NA,5,NA,2022-02-01,3,1,P,Q,3735,211138,P,Q,1
3738,5,2.2,NA,4,NA,2022-02-01,3.2,1,P,Q,3252,211143,P,C,1
3252,5.2,2.3,NA,3,NA,2022-02-01,1.5,1,P,C,3738,211143,P,Q,0
3475,5,2,NA,3,NA,2022-02-01,1,1,P,C,3873,211177,P,Q,1
3873,6,2.2,NA,4,NA,2022-02-01,4,1,P,Q,3475,211177,P,C,0
4035,8.6,4,8,NA,NA,2022-02-01,0,1,Q,P,4321,211189,P,P,1
4321,6.4,2.7,NA,5,NA,2022-02-01,1,1,P,P,4035,211189,Q,P,1
4095,6.8,4.4,11,NA,NA,2022-02-01,1,1,Q,P,3519,211128,Q,Q,1
3519,9,4.5,6,NA,NA,2022-02-01,0,1,Q,Q,4095,211128,Q,P,1
4218,6,2.5,NA,5,NA,2022-02-01,1,1,P,P,3723,211307,P,Q,1
3723,3.8,1.5,NA,4,NA,2022-02-01,2.5,1,P,Q,4218,211307,P,P,1
3250,4,2.8,NA,2,NA,2022-02-01,0,1,P,C,3438,211191,P,C,0
3438,3.5,1.7,NA,2,NA,2022-02-01,0,1,P,C,3250,211191,P,C,0
3898,4.5,2.4,NA,4,NA,2022-02-01,1.5,1,P,Q,3339,211305,P,C,1
3339,3.6,1.6,NA,3,NA,2022-02-01,1.5,1,P,C,3898,211305,P,Q,1
3556,10,5.2,12,NA,NA,2022-02-01,0.7,1,Q,Q,3893,211233,P,Q,1
3893,4.5,2.3,NA,5,NA,2022-02-01,4,1,P,Q,3556,211233,Q,Q,1
4277,3.8,2,NA,5,NA,2022-02-01,3,1,P,P,3901,211187,P,Q,1
3901,4.5,1.8,NA,4,NA,2022-02-01,1.5,1,P,Q,4277,211187,P,P,1
3860,6.3,2.8,NA,5,NA,2022-02-01,5,1,P,Q,3999,211199,Q,P,1
3999,9,4.3,18,NA,NA,2022-02-01,3,1,Q,P,3860,211199,P,Q,1
3440,4,2.7,NA,4,NA,2022-02-01,3,1,P,C,3854,211192,P,Q,1
3854,6.4,3.6,NA,5,NA,2022-02-01,5,1,P,Q,3440,211192,P,C,1
3361,4.5,2.1,NA,4,NA,2022-02-01,1,1,P,C,4436,211313,P,P,1
4436,5.3,2.3,NA,5,NA,2022-02-01,5,1,P,P,3361,211313,P,C,0
3189,9.5,3.7,9,NA,NA,2022-02-01,0,1,Q,C,3565,211329,Q,Q,0
3565,16,3.2,13,NA,NA,2022-02-01,9,1,Q,Q,3189,211329,Q,C,0
3994,20,4.4,15,NA,NA,2022-02-01,0,1,Q,P,3533,211315,Q,Q,1
3533,7,4.1,7,NA,NA,2022-02-01,0,1,Q,Q,3994,211315,Q,P,1
3348,3.5,2,NA,3,NA,2022-02-01,1,1,P,C,3359,211311,P,C,0
3359,4.5,2,NA,4,NA,2022-02-01,2,1,P,C,3348,211311,P,C,0
4015,15,3.9,7,NA,NA,2022-02-01,0,1,Q,P,3581,211344,Q,Q,1
3581,11,6.4,15,NA,NA,2022-02-01,0,1,Q,Q,4015,211344,Q,P,1
4145,15.5,4.2,13,NA,NA,2022-02-01,0,1,Q,P,4212,211198,P,P,0
4212,4.5,2.6,NA,5,NA,2022-02-01,4,1,P,P,4145,211198,Q,P,0
3158,10,4.2,9,NA,NA,2022-02-01,0,1,Q,C,4020,211345,Q,P,NA
4020,7.3,3.6,14,NA,NA,2022-02-01,4.5,1,Q,P,3158,211345,Q,C,NA
3369,3.5,2.1,NA,2,NA,2022-02-01,1.5,1,P,C,3740,211316,P,Q,0
3740,6.2,2.4,NA,5,NA,2022-02-01,0,1,P,Q,3369,211316,P,C,0
3609,24,4.9,16,NA,NA,2022-02-01,0,1,Q,Q,3606,211347,Q,Q,1
3606,15,5.9,12,NA,NA,2022-02-01,0,1,Q,Q,3609,211347,Q,Q,1
4062,22.3,5,19,NA,NA,2022-02-01,0,1,Q,P,3148,211302,Q,C,1
3148,24.5,5,9,NA,NA,2022-02-01,0,1,Q,C,4062,211302,Q,P,0
3897,4.5,2.7,NA,5,NA,2022-02-01,4,1,P,Q,3378,211308,P,C,1
3378,5.2,2,NA,4,NA,2022-02-01,0,1,P,C,3897,211308,P,Q,0
3133,12,3.6,9,NA,dead,2022-02-01,0,1,Q,C,4143,211176,Q,P,NA
4143,10.8,2.7,10,NA,NA,2022-02-01,0,1,Q,P,3133,211176,Q,C,NA
4122,13,4.4,9,NA,NA,2022-02-01,0,1,Q,P,3737,211328,P,Q,0
3737,6,2.2,NA,4,NA,2022-02-01,2,1,P,Q,4122,211328,Q,P,0
3130,8.5,5.4,11,NA,NA,2022-02-01,0,1,Q,C,3016,211194,Q,C,1
3016,6,6,9,NA,NA,2022-02-01,0,1,Q,C,3130,211194,Q,C,1
3535,9,3,13,NA,NA,2022-02-01,0,1,Q,Q,3167,211312,Q,C,1
3167,17.8,4.3,12,NA,NA,2022-02-01,0,1,Q,C,3535,211312,Q,Q,1
3900,3.6,2.4,NA,5,NA,2022-02-01,4,1,P,Q,3434,211346,P,C,0
3434,4.5,2,NA,4,NA,2022-02-01,1,1,P,C,3900,211346,P,Q,1
4424,4.2,1.7,NA,1,NA,2022-02-01,2,1,P,P,3998,211314,Q,P,0
3998,6.5,2.1,15,NA,NA,2022-02-01,4.5,1,Q,P,4424,211314,P,P,0
3746,6.5,2.5,NA,5,NA,2022-02-01,5,1,P,Q,3623,211306,Q,Q,1
3623,9.6,3.8,10,NA,NA,2022-02-01,0,1,Q,Q,3746,211306,P,Q,1
4017,9.7,6,16,NA,NA,2022-04-01,2,1,Q,P,3042,211240,Q,C,1
3042,5.8,3.9,8,NA,NA,2022-04-01,0,1,Q,C,4017,211240,Q,P,1
3359,5,2.4,NA,2,NA,2022-04-01,2,1,P,C,3348,211311,P,C,0
3348,3.5,2,NA,2,NA,2022-04-01,2,1,P,C,3359,211311,P,C,0
4146,12.8,4.7,15,NA,NA,2022-04-01,10,1,Q,P,3531,211210,Q,Q,1
3531,7.6,3.9,10,NA,NA,2022-04-01,0,1,Q,Q,4146,211210,Q,P,1
4319,7.8,2.7,NA,5,NA,2022-04-01,12,1,P,P,3495,211004,Q,Q,1
3495,11,4.6,25,NA,NA,2022-04-01,10,1,Q,Q,4319,211004,P,P,1
3356,6.4,2,NA,5,NA,2022-04-01,3.5,1,P,C,3813,211281,P,Q,1
3813,6,1.9,NA,5,NA,2022-04-01,6.5,1,P,Q,3356,211281,P,C,1
3006,6.5,4.9,6,NA,NA,2022-04-01,0,1,Q,C,3593,211175,Q,Q,1
3593,8,5,10,NA,NA,2022-04-01,1.2,1,Q,Q,3006,211175,Q,C,1
3992,7.7,6.9,12,NA,NA,2022-04-01,0,1,Q,P,4008,211008,Q,P,1
4008,8.8,6.3,13,NA,NA,2022-04-01,6,1,Q,P,3992,211008,Q,P,1
4088,6.3,3.6,10,NA,NA,2022-04-01,0,1,Q,P,3684,211064,Q,Q,1
3684,15.3,6.2,14,NA,NA,2022-04-01,3,1,Q,Q,4088,211064,Q,P,1
4408,6.4,2.7,NA,5,NA,2022-04-01,15.5,1,P,P,4322,211173,P,P,1
4322,5.8,2.4,NA,4,NA,2022-04-01,10,1,P,P,4408,211173,P,P,1
3183,12.6,4.8,14,NA,NA,2022-04-01,2,1,Q,C,3574,211303,Q,Q,1
3574,10.6,4.9,6,NA,NA,2022-04-01,0,1,Q,Q,3183,211303,Q,C,1
3268,3.7,2.6,NA,1,NA,2022-04-01,0,1,P,C,3386,211033,P,C,0
3386,5.2,2.2,NA,1,NA,2022-04-01,0,1,P,C,3268,211033,P,C,0
3550,9.6,4.9,18,NA,NA,2022-04-01,5.5,1,Q,Q,3181,211336,Q,C,1
3181,12.6,5.3,6,NA,NA,2022-04-01,0,1,Q,C,3550,211336,Q,Q,1
4096,11.2,3.6,7,NA,NA,2022-04-01,0,1,Q,P,3109,211069,Q,C,1
3109,5.4,5.9,5,NA,NA,2022-04-01,0,1,Q,C,4096,211069,Q,P,1
4041,12,4.6,36,NA,NA,2022-04-01,8,1,Q,P,3107,211205,Q,C,1
3107,8.2,4,7,NA,NA,2022-04-01,0,1,Q,C,4041,211205,Q,P,1
3776,6.6,1.9,NA,5,NA,2022-04-01,7.5,1,P,Q,3273,211030,P,C,0
3273,4.3,1.8,NA,1,NA,2022-04-01,0,1,P,C,3776,211030,P,Q,1
3932,9.5,3.1,NA,5,NA,2022-04-01,16,1,P,Q,3569,211068,Q,Q,1
3569,12.7,7.2,16,NA,NA,2022-04-01,6,1,Q,Q,3932,211068,P,Q,1
3609,24.1,5.7,16,NA,NA,2022-04-01,0,1,Q,Q,3606,211347,Q,Q,1
3606,15.6,7.3,12,NA,NA,2022-04-01,2,1,Q,Q,3609,211347,Q,Q,1
3130,8.6,5.5,10,NA,NA,2022-04-01,2.5,1,Q,C,3016,211194,Q,C,1
3016,6.5,4.8,9,NA,NA,2022-04-01,0,1,Q,C,3130,211194,Q,C,1
4290,7.8,2.2,NA,5,NA,2022-04-01,4,1,P,P,4291,211270,P,P,1
4291,8.3,1.7,NA,5,NA,2022-04-01,5,1,P,P,4290,211270,P,P,1
3913,8,2.5,NA,5,NA,2022-04-01,19,1,P,Q,3970,211091,Q,P,1
3970,12.3,3.8,21,NA,NA,2022-04-01,9,1,Q,P,3913,211091,P,Q,1
3993,10.6,3.3,13,NA,NA,2022-04-01,1.5,1,Q,P,3112,211058,Q,C,1
3112,8,6.2,10,NA,NA,2022-04-01,0,1,Q,C,3993,211058,Q,P,1
4281,10.8,3.2,NA,5,NA,2022-04-01,10.5,1,P,P,3390,211015,P,C,1
3390,8.2,2.8,NA,5,NA,2022-04-01,16,1,P,C,4281,211015,P,P,1
3638,10.4,4.4,11,NA,NA,2022-04-01,1,1,Q,Q,4317,211046,P,P,1
4317,9.9,2.2,NA,5,NA,2022-04-01,17,1,P,P,3638,211046,Q,Q,1
3381,6.2,2.5,NA,5,NA,2022-04-01,6.5,1,P,C,3883,211335,P,Q,1
3883,8.1,2.3,NA,5,NA,2022-04-01,16,1,P,Q,3381,211335,P,C,1
3172,6.5,3.3,9,NA,NA,2022-04-01,0,1,Q,C,4422,211298,P,P,1
4422,6.9,2.8,NA,5,NA,2022-04-01,17.5,1,P,P,3172,211298,Q,C,1
3933,6,2.1,NA,5,NA,2022-04-01,15,1,P,Q,3245,211097,P,C,1
3245,4.5,1.8,NA,4,NA,2022-04-01,2.5,1,P,C,3933,211097,P,Q,1
4243,8.7,2,NA,4,NA,2022-04-01,9,1,P,P,3836,211120,P,Q,1
3836,9,2.8,NA,5,NA,2022-04-01,25.6,1,P,Q,4243,211120,P,P,1
4021,8,4.4,5,NA,NA,2022-04-01,0,1,Q,P,3590,211231,Q,Q,1
3590,9.7,3.8,12,NA,NA,2022-04-01,0,1,Q,Q,4021,211231,Q,P,1
4000,8,3.8,11,NA,NA,2022-04-01,0,1,Q,P,3559,211150,Q,Q,1
3559,8.2,3.1,15,NA,NA,2022-04-01,0,1,Q,Q,4000,211150,Q,P,1
3773,6.4,1.7,NA,5,NA,2022-04-01,7,1,P,Q,3473,211186,P,C,1
3473,5.2,1.9,NA,5,NA,2022-04-01,1,1,P,C,3773,211186,P,Q,1
4405,9.1,2.2,NA,5,NA,2022-04-01,15,1,P,P,4318,211035,P,P,1
4318,11.8,2.4,NA,5,NA,2022-04-01,14,1,P,P,4405,211035,P,P,1
3810,7,2,NA,4,NA,2022-04-01,4,1,P,Q,3630,211087,Q,Q,1
3630,7.5,3.4,5,NA,NA,2022-04-01,0,1,Q,Q,3810,211087,P,Q,0
4278,6.6,2.2,NA,5,NA,2022-04-01,15,1,P,P,3798,211013,P,Q,0
3798,10.3,2.4,NA,5,NA,2022-04-01,9,1,P,Q,4278,211013,P,P,0
3834,9.4,2.2,NA,5,NA,2022-04-01,17,1,P,Q,4397,211217,P,P,1
4397,9.6,2.2,NA,5,NA,2022-04-01,21,1,P,P,3834,211217,P,Q,0
4047,11.7,4.5,16,NA,NA,2022-04-01,5.5,1,Q,P,4419,211197,P,P,0
4419,8.5,1.9,NA,5,NA,2022-04-01,4,1,P,P,4047,211197,Q,P,1
4043,5.2,3.1,16,NA,NA,2022-04-01,0,1,Q,P,4394,211200,P,P,1
4394,7,2.3,NA,4,NA,2022-04-01,15,1,P,P,4043,211200,Q,P,0
4024,5.5,2.6,6,NA,NA,2022-04-01,0,1,Q,P,3544,211264,Q,Q,1
3544,6.6,4.6,17,NA,NA,2022-04-01,0,1,Q,Q,4024,211264,Q,P,1
3842,9,2.6,NA,5,NA,2022-04-01,17.5,1,P,Q,3568,211152,Q,Q,1
3568,16.7,5.3,9,NA,NA,2022-04-01,0,1,Q,Q,3842,211152,P,Q,0
4334,8.4,2.4,NA,4,NA,2022-04-01,12,1,P,P,3680,211065,Q,Q,1
3680,8.2,5.5,9,NA,NA,2022-04-01,0,1,Q,Q,4334,211065,P,P,1
4396,10,2.6,NA,5,NA,2022-04-01,17,1,P,P,3377,211280,P,C,1
3377,4.3,1.3,NA,5,NA,2022-04-01,13,1,P,C,4396,211280,P,P,1
3916,7.2,2.2,NA,4,NA,2022-04-01,14,1,P,Q,4238,211088,P,P,1
4238,7.9,2.1,NA,5,NA,2022-04-01,16,1,P,P,3916,211088,P,Q,1
3498,9.5,5.4,17,NA,NA,2022-04-01,4.2,1,Q,Q,3835,211190,P,Q,1
3835,7.4,3.6,NA,4,NA,2022-04-01,11,1,P,Q,3498,211190,Q,Q,1
3058,5.5,2.2,3,NA,NA,2022-04-01,0,1,Q,C,4148,211266,Q,P,1
4148,9.2,3.5,11,NA,NA,2022-04-01,0,1,Q,P,3058,211266,Q,C,0
4380,6.5,2.8,NA,4,NA,2022-04-01,14,1,P,P,4105,211301,Q,P,1
4105,9.4,3.6,10,NA,NA,2022-04-01,0,1,Q,P,4380,211301,P,P,1
3808,6.7,2.2,NA,5,NA,2022-04-01,11,1,P,Q,4222,211277,P,P,1
4222,6,3.4,NA,5,NA,2022-04-01,18,1,P,P,3808,211277,P,Q,1
4426,8.2,2.5,NA,5,NA,2022-04-01,18,1,P,P,3665,211183,Q,Q,1
3665,10.5,3.9,18,NA,NA,2022-04-01,2,1,Q,Q,4426,211183,P,P,1
3653,11.5,4.6,13,NA,NA,2022-04-01,0,1,Q,Q,4098,211118,Q,P,1
4098,5.5,3.2,6,NA,NA,2022-04-01,0,1,Q,P,3653,211118,Q,Q,1
3695,10.4,3.8,15,NA,NA,2022-04-01,8.5,1,Q,Q,3714,211048,Q,Q,1
3714,11,4.3,8,NA,NA,2022-04-01,0,1,Q,Q,3695,211048,Q,Q,1
3967,8.1,6.5,15,NA,NA,2022-04-01,2,1,Q,P,3693,211078,Q,Q,1
3693,8.5,4.5,9,NA,NA,2022-04-01,0,1,Q,Q,3967,211078,Q,P,1
3899,6.4,2.2,NA,5,NA,2022-04-01,19,1,P,Q,3736,211318,P,Q,1
3736,9,2.4,NA,5,NA,2022-04-01,19.5,1,P,Q,3899,211318,P,Q,1
3551,9.6,3.5,3,NA,NA,2022-04-01,0,1,Q,Q,3052,211284,Q,C,1
3052,6.3,2.8,13,NA,NA,2022-04-01,0,1,Q,C,3551,211284,Q,Q,1
3728,11,2.9,NA,4,NA,2022-04-01,18,1,P,Q,4279,211090,P,P,1
4279,7.2,2,NA,4,NA,2022-04-01,6,1,P,P,3728,211090,P,Q,1
4285,8.5,2.9,NA,5,NA,2022-04-01,19,1,P,P,3284,211073,P,C,0
3284,6,1.8,NA,4,NA,2022-04-01,6,1,P,C,4285,211073,P,P,1
3772,10,2.3,NA,4,NA,2022-04-01,8.5,1,P,Q,3982,211050,Q,P,1
3982,11.5,4.5,34,NA,NA,2022-04-01,11.5,1,Q,P,3772,211050,P,Q,1
3734,7.6,2.4,NA,5,NA,2022-04-01,15.5,1,P,Q,4335,211108,P,P,0
4335,8.6,2.2,NA,5,NA,2022-04-01,10,1,P,P,3734,211108,P,Q,1
4160,7,3.4,10,NA,NA,2022-04-01,0,1,Q,P,3973,211076,Q,P,1
3973,6.8,6.9,10,NA,NA,2022-04-01,0,1,Q,P,4160,211076,Q,P,1
3824,6.5,4.2,NA,5,NA,2022-04-01,8.5,1,P,Q,4134,211260,Q,P,1
4134,21.4,5.1,14,NA,NA,2022-04-01,0,1,Q,P,3824,211260,P,Q,1
3547,8,1.6,6,NA,NA,2022-04-01,0,1,Q,Q,4038,211242,Q,P,1
4038,10.2,3.7,116,NA,NA,2022-04-01,0,1,Q,P,3547,211242,Q,Q,1
4254,8.7,2.2,NA,5,NA,2022-04-01,14,1,P,P,3725,211283,P,Q,1
3725,8.7,2.3,NA,5,NA,2022-04-01,13.5,1,P,Q,4254,211283,P,P,1
4412,7.5,2.2,NA,5,NA,2022-04-01,17,1,P,P,3426,211299,P,C,0
3426,3.5,1.7,NA,2,NA,2022-04-01,0,1,P,C,4412,211299,P,P,1
